date_time,deg_C,relative_humidity,absolute_humidity,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,target_carbon_monoxide,target_benzene,target_nitrogen_oxides
2010-04-24 23:00:00,11.4,80.7,1.0436,953.8,653.7,1133.9,1406.0,501.8,1.4,3.4,63.9
2010-04-25 00:00:00,12.6,65.5,0.9455,986.3,614.7,1098.3,1334.2,476.9,1.3,3.3,59.2
2010-04-25 01:00:00,11.5,66.7,0.9209,1033.2,699.9,1108.4,1304.6,508.8,1.3,4.1,75.3
2010-04-25 02:00:00,13.0,58.7,0.8605,875.1,647.7,1172.6,1317.0,487.9,1.1,3.7,59.8
2010-04-25 03:00:00,13.1,55.1,0.8529,1014.3,714.9,1072.2,1444.8,551.9,1.2,4.7,82.1
2010-04-25 04:00:00,12.1,48.1,0.7374,745.9,521.0,1535.0,1076.2,332.5,0.4,1.2,24.2
2010-04-25 05:00:00,13.1,48.4,0.7346,808.8,452.2,1800.8,1120.0,295.8,0.3,0.7,13.0
2010-04-25 06:00:00,13.1,48.3,0.7285,747.7,515.1,1821.1,1182.4,312.6,0.5,1.1,35.0
2010-04-25 07:00:00,12.8,45.7,0.7487,846.6,535.0,1451.1,1136.6,371.2,0.6,1.3,44.1
2010-04-25 08:00:00,15.0,44.1,0.7476,816.3,514.3,1549.8,1156.4,376.7,0.6,1.7,42.4
2010-04-25 09:00:00,14.0,42.6,0.7487,927.5,627.1,1342.6,1218.1,396.6,0.8,2.2,49.4
2010-04-25 10:00:00,17.3,39.0,0.7236,899.6,583.7,1372.9,1289.0,399.0,1.0,2.6,56.7
2010-04-25 11:00:00,17.5,36.1,0.6789,836.1,622.3,1293.6,1181.1,385.1,0.9,2.6,56.8
2010-04-25 12:00:00,18.4,33.2,0.6683,906.2,623.3,1225.5,1220.6,388.0,1.0,2.8,54.7
2010-04-25 13:00:00,16.6,32.5,0.6234,830.0,590.0,1472.3,1167.9,385.8,0.8,2.1,53.5
2010-04-25 14:00:00,18.8,27.5,0.5675,847.4,560.6,1577.3,1026.7,322.7,0.7,1.9,41.0
2010-04-25 15:00:00,18.0,24.9,0.5738,873.0,675.0,1343.0,1204.6,368.3,0.9,3.2,59.3
2010-04-25 16:00:00,20.8,24.6,0.563,903.1,709.4,1248.5,1158.0,440.8,1.3,4.7,79.7
2010-04-25 17:00:00,19.2,26.1,0.5625,945.5,740.5,1252.6,1231.2,469.6,1.5,4.8,78.6
2010-04-25 18:00:00,19.4,29.5,0.5843,1021.0,835.3,1077.1,1303.7,656.2,1.5,6.2,91.1
2010-04-25 19:00:00,18.2,29.4,0.6129,1227.4,1028.6,883.0,1534.5,884.5,2.6,11.9,131.4
2010-04-25 20:00:00,15.8,34.3,0.6353,1150.1,907.0,995.5,1504.1,910.9,2.4,8.2,138.3
2010-04-25 21:00:00,14.6,37.4,0.6447,921.2,807.4,1103.0,1283.8,760.2,1.4,4.7,98.0
2010-04-25 22:00:00,14.4,41.1,0.6595,1081.0,1039.7,892.5,1736.7,945.4,2.9,12.9,107.9
2010-04-25 23:00:00,13.8,42.8,0.6896,987.8,875.2,1033.3,1337.6,745.8,2.1,6.6,94.9
2010-04-26 00:00:00,14.4,47.6,0.7206,866.2,681.9,1108.6,1270.2,525.3,1.1,4.1,57.2
2010-04-26 01:00:00,14.2,46.0,0.7333,779.3,577.0,1401.8,1159.0,421.0,0.7,2.3,34.6
2010-04-26 02:00:00,14.2,45.3,0.7247,803.0,516.5,1558.4,1105.9,343.2,0.4,1.2,18.0
2010-04-26 03:00:00,14.1,43.9,0.7038,782.8,496.1,1704.8,1059.2,351.8,0.3,0.8,20.3
2010-04-26 04:00:00,14.7,44.7,0.689,759.3,454.0,1753.0,1047.4,315.8,0.3,0.6,10.0
2010-04-26 05:00:00,13.5,40.8,0.6923,849.4,521.0,1606.5,1215.9,366.7,0.4,1.2,36.1
2010-04-26 06:00:00,14.0,41.2,0.6959,933.9,635.4,1347.3,1346.2,506.7,0.8,3.3,74.2
2010-04-26 07:00:00,14.1,41.9,0.7113,1053.0,915.2,991.8,1449.4,762.4,1.9,7.4,114.8
2010-04-26 08:00:00,15.9,44.2,0.7093,1084.6,906.0,862.0,1579.4,894.6,2.0,9.3,126.0
2010-04-26 09:00:00,16.6,38.4,0.7052,988.0,741.0,1144.8,1316.1,705.6,1.4,5.6,109.6
2010-04-26 10:00:00,17.6,32.9,0.676,950.4,742.9,1046.9,1261.6,634.6,1.4,5.4,107.8
2010-04-26 11:00:00,18.4,30.1,0.6821,880.3,733.4,1141.9,1258.6,592.9,1.2,5.4,100.9
2010-04-26 12:00:00,19.4,31.2,0.6968,957.5,778.4,1048.4,1314.1,671.8,1.5,6.7,97.9
2010-04-26 13:00:00,19.4,31.9,0.7176,974.1,876.5,977.3,1493.4,678.4,1.5,6.8,95.0
2010-04-26 14:00:00,20.5,34.1,0.7396,970.3,730.0,1086.3,1337.7,542.4,1.3,5.7,89.4
2010-04-26 15:00:00,19.3,33.2,0.7602,1020.2,753.3,1081.2,1478.7,617.1,1.3,5.7,84.3
2010-04-26 16:00:00,19.4,30.7,0.7545,984.0,873.6,992.6,1494.6,616.9,1.5,6.4,84.6
2010-04-26 17:00:00,17.3,35.4,0.7535,1138.3,1013.0,907.2,1673.8,921.4,2.2,10.2,113.0
2010-04-26 18:00:00,17.6,37.0,0.7501,1122.0,1125.1,787.0,1701.8,980.4,3.1,14.6,155.8
2010-04-26 19:00:00,16.6,35.2,0.7568,1093.2,1089.4,851.6,1551.4,947.7,2.8,12.2,137.7
2010-04-26 20:00:00,17.8,36.9,0.7584,1081.0,997.5,852.6,1421.2,887.0,2.4,9.2,130.2
2010-04-26 21:00:00,16.3,36.9,0.7596,945.8,791.5,940.0,1498.6,854.5,1.6,6.2,89.0
2010-04-26 22:00:00,15.6,40.4,0.7542,927.4,778.0,1109.9,1359.0,777.6,1.5,5.6,83.7
2010-04-26 23:00:00,15.7,39.7,0.7487,905.5,716.1,1227.5,1265.3,622.2,1.2,3.7,58.6
2010-04-27 00:00:00,14.8,41.3,0.7482,895.4,613.0,1324.0,1261.8,465.3,0.8,2.2,41.3
2010-04-27 01:00:00,16.6,42.5,0.7539,768.2,588.0,1452.5,1209.0,422.1,0.7,1.8,24.2
2010-04-27 02:00:00,16.1,44.7,0.7651,846.0,590.4,1385.0,1224.1,389.8,0.5,1.6,19.4
2010-04-27 03:00:00,15.0,48.5,0.7864,884.1,534.1,1408.8,1211.8,419.8,0.5,1.4,25.8
2010-04-27 04:00:00,15.0,47.9,0.828,945.4,610.8,1248.4,1354.1,563.6,0.7,2.4,32.3
2010-04-27 05:00:00,16.1,44.9,0.8282,930.0,670.0,1165.9,1325.6,760.9,0.7,3.2,58.0
2010-04-27 06:00:00,14.5,55.2,0.8677,1041.6,869.6,851.4,1577.1,1047.2,1.4,9.2,114.2
2010-04-27 07:00:00,16.9,46.6,0.8704,1472.5,1472.3,583.1,2185.0,1651.9,4.1,24.1,314.0
2010-04-27 08:00:00,16.8,38.3,0.8294,1373.3,1481.9,630.0,1988.5,1611.7,4.7,24.8,254.4
2010-04-27 09:00:00,19.0,34.8,0.81,1139.5,869.1,881.7,1397.8,926.6,1.8,7.7,125.4
2010-04-27 10:00:00,22.8,28.2,0.796,1114.0,898.9,939.0,1440.4,836.6,1.8,8.2,145.2
2010-04-27 11:00:00,23.1,26.1,0.7793,1130.0,968.2,1028.0,1385.6,802.4,1.6,8.4,123.9
2010-04-27 12:00:00,28.3,20.9,0.7785,1226.2,1193.9,820.7,1601.5,882.6,2.5,14.5,125.4
2010-04-27 13:00:00,29.6,19.8,0.7677,1163.4,1225.6,819.4,1725.6,1075.7,3.0,18.0,151.5
2010-04-27 14:00:00,24.6,22.5,0.7733,1176.0,1089.9,898.0,1591.2,896.1,2.0,11.2,128.3
2010-04-27 15:00:00,26.0,24.5,0.7737,1210.7,1119.2,814.8,1634.5,970.6,2.5,14.8,156.5
2010-04-27 16:00:00,28.0,22.5,0.7811,1122.1,1098.0,957.2,1671.6,858.4,2.2,13.2,124.8
2010-04-27 17:00:00,26.7,21.4,0.786,1154.2,1198.9,776.2,1638.3,954.1,2.9,14.6,147.2
2010-04-27 18:00:00,24.5,29.2,0.8433,1224.8,1218.7,804.3,1744.1,1143.4,3.2,17.5,165.1
2010-04-27 19:00:00,24.2,28.7,0.8718,1346.4,1260.5,744.1,1857.2,1288.7,4.0,20.7,184.1
2010-04-27 20:00:00,21.9,34.2,0.8746,1320.9,1253.3,673.0,1849.0,1399.8,3.7,18.7,188.2
2010-04-27 21:00:00,20.3,37.8,0.8675,1199.1,991.4,754.2,1568.4,1110.4,2.4,12.4,143.1
2010-04-27 22:00:00,20.0,41.8,0.8771,1078.0,960.0,941.2,1450.6,951.0,1.7,8.7,101.0
2010-04-27 23:00:00,18.8,44.8,0.884,1110.3,1012.0,757.6,1656.2,1096.2,1.9,11.1,108.8
2010-04-28 00:00:00,18.3,47.2,0.9112,1033.9,917.0,827.2,1398.7,940.8,1.3,7.6,67.7
2010-04-28 01:00:00,17.6,42.5,0.9186,933.9,764.4,1009.0,1368.1,898.0,1.0,4.3,52.9
2010-04-28 02:00:00,15.3,50.6,0.9331,892.0,658.2,1059.3,1304.6,786.9,0.6,2.7,43.1
2010-04-28 03:00:00,14.9,54.6,0.9141,895.0,594.1,1132.0,1279.6,677.2,0.6,2.6,39.3
2010-04-28 04:00:00,14.4,54.0,0.9341,867.6,602.0,1136.5,1373.8,618.2,0.6,2.0,22.3
2010-04-28 05:00:00,17.0,56.0,0.9722,864.6,612.8,1238.6,1277.8,683.8,0.5,2.6,28.7
2010-04-28 06:00:00,14.3,59.5,0.9597,1081.5,862.4,918.8,1462.0,1006.0,1.1,7.0,76.0
2010-04-28 07:00:00,15.0,56.0,0.9876,1705.9,1622.4,518.4,2276.2,1788.1,5.1,28.6,317.8
2010-04-28 08:00:00,15.6,55.3,0.996,1575.2,1297.0,593.8,2154.2,1590.5,4.1,20.5,274.0
2010-04-28 09:00:00,18.7,47.3,1.0248,1480.6,1508.4,600.1,2241.2,2044.8,4.5,25.4,315.6
2010-04-28 10:00:00,25.7,33.5,1.0097,1380.9,1201.9,643.6,1903.0,1897.4,3.2,17.3,239.7
2010-04-28 11:00:00,25.4,29.3,0.9895,1391.3,1132.7,744.7,1850.0,1503.4,2.6,16.3,186.2
2010-04-28 12:00:00,27.1,28.5,1.0098,1207.9,1145.5,755.0,1706.2,1357.6,2.7,13.6,129.2
2010-04-28 13:00:00,29.8,27.7,1.0094,1389.7,1170.0,725.6,1822.7,1133.7,2.4,16.2,119.0
2010-04-28 14:00:00,26.3,26.0,0.9693,1501.0,1401.9,643.0,2008.4,1409.8,3.0,21.2,175.8
2010-04-28 15:00:00,28.7,22.2,0.8935,1456.4,1304.8,694.0,2003.4,1338.0,3.7,20.2,204.9
2010-04-28 16:00:00,27.0,24.7,0.9922,1275.8,1232.4,783.4,1715.0,1033.2,2.9,17.2,138.6
2010-04-28 17:00:00,27.0,30.3,1.0752,1555.8,1227.4,693.6,1971.9,1352.0,3.7,20.0,167.3
2010-04-28 18:00:00,24.1,38.0,1.1199,1642.5,1555.5,589.7,2114.7,1586.9,4.8,29.5,216.3
2010-04-28 19:00:00,23.3,40.5,1.1746,1724.0,1434.5,590.1,2387.1,1698.8,5.7,29.1,208.7
2010-04-28 20:00:00,22.7,40.5,1.1226,1740.5,1411.7,608.9,1968.8,1634.0,5.4,24.7,257.0
2010-04-28 21:00:00,19.6,49.1,1.0702,1267.0,1044.5,809.8,1774.8,1365.8,2.9,12.7,157.0
2010-04-28 22:00:00,19.2,48.8,1.1221,1111.6,895.3,794.3,1496.2,1119.4,1.3,8.6,83.0
2010-04-28 23:00:00,17.7,58.4,1.142,1167.4,931.2,795.9,1578.9,1268.6,1.6,9.7,84.4
2010-04-29 00:00:00,16.9,56.2,1.0963,1071.6,926.6,812.9,1479.6,1181.2,1.4,8.3,91.5
2010-04-29 01:00:00,17.5,57.1,1.1269,1031.6,725.7,959.9,1584.7,958.3,1.0,5.2,51.0
2010-04-29 02:00:00,15.9,61.3,1.0806,935.3,671.0,1092.7,1409.0,846.6,0.6,2.8,33.3
2010-04-29 03:00:00,15.8,60.0,1.0784,924.9,632.3,1073.2,1372.1,720.7,0.4,2.4,33.0
2010-04-29 04:00:00,14.3,67.2,1.0446,844.6,610.8,1133.0,1340.5,765.6,0.6,2.6,30.4
2010-04-29 05:00:00,13.2,65.7,1.0203,911.0,763.4,1017.2,1484.7,809.3,0.8,4.5,73.0
2010-04-29 06:00:00,12.0,66.5,0.9846,1042.1,1003.8,851.8,1522.8,1036.5,1.4,9.9,137.6
2010-04-29 07:00:00,15.1,63.1,1.0237,1556.8,1547.0,555.2,2308.8,1631.7,5.1,28.0,281.3
2010-04-29 08:00:00,16.1,54.8,1.0274,1753.3,1690.0,484.0,2572.0,2041.5,7.4,36.2,349.6
2010-04-29 09:00:00,17.5,46.4,1.0143,1379.8,1290.6,686.9,1961.4,1659.7,3.6,19.1,262.5
2010-04-29 10:00:00,24.5,31.1,0.8771,1121.3,958.6,875.0,1630.5,1264.2,2.2,10.2,150.8
2010-04-29 11:00:00,26.4,25.0,0.7966,1021.2,931.6,903.0,1550.6,888.4,1.5,8.9,112.2
2010-04-29 12:00:00,26.1,26.3,0.8234,1143.7,1173.1,820.7,1784.6,1102.4,1.9,14.5,107.1
2010-04-29 13:00:00,24.2,30.2,0.9325,1328.1,1278.4,656.0,1914.8,1424.6,3.8,22.1,200.9
2010-04-29 14:00:00,23.3,39.8,1.016,1370.5,1268.2,608.2,1962.3,1425.0,3.4,20.9,201.0
2010-04-29 15:00:00,21.9,44.0,1.1242,1569.5,1282.5,644.7,2043.4,1574.5,4.3,23.8,250.0
2010-04-29 16:00:00,21.4,46.6,1.1176,1495.0,1397.6,651.9,2193.1,1733.1,3.7,21.0,238.6
2010-04-29 17:00:00,20.6,44.8,1.1016,1497.6,1481.0,550.0,2154.2,1738.6,4.8,24.8,259.4
2010-04-29 18:00:00,19.6,51.0,1.1354,1747.2,1595.0,586.2,2150.2,1801.8,5.3,29.2,279.1
2010-04-29 19:00:00,20.8,49.8,1.1924,1655.3,1658.3,492.0,2413.4,2006.0,6.7,31.3,315.4
2010-04-29 20:00:00,17.7,54.7,1.2233,1432.6,1262.2,571.5,1964.2,1809.6,4.1,20.4,237.6
2010-04-29 21:00:00,18.4,60.6,1.2173,1467.9,1141.4,658.9,1834.4,1561.2,3.1,15.6,189.0
2010-04-29 22:00:00,18.7,64.7,1.2352,1328.6,1172.4,728.7,1893.1,1457.4,2.7,13.2,165.4
2010-04-29 23:00:00,17.2,67.9,1.3554,1504.6,1159.2,681.0,1763.4,1467.4,2.7,12.9,172.0
2010-04-30 00:00:00,16.2,72.3,1.4051,1348.9,978.2,681.7,1841.2,1253.5,2.3,11.3,131.5
2010-04-30 01:00:00,16.3,74.7,1.3943,1155.4,848.6,863.2,1662.1,1053.4,1.6,7.5,93.7
2010-04-30 02:00:00,16.5,73.7,1.3917,1042.1,809.0,834.2,1628.0,987.0,1.1,5.7,76.0
2010-04-30 03:00:00,15.2,80.5,1.3683,1043.5,707.7,1011.2,1661.9,994.0,1.0,5.0,67.4
2010-04-30 04:00:00,15.2,79.3,1.3635,956.0,718.1,1039.3,1554.0,924.1,1.0,3.8,46.5
2010-04-30 05:00:00,14.6,71.0,1.3194,964.8,738.0,1065.3,1500.5,935.3,0.7,4.5,64.6
2010-04-30 06:00:00,16.5,71.6,1.3136,1266.3,949.0,867.1,1788.7,1116.0,1.6,9.4,155.5
2010-04-30 07:00:00,16.3,70.2,1.2737,1545.5,1224.0,642.1,1890.7,1283.4,3.2,17.8,204.5
2010-04-30 08:00:00,19.8,59.3,1.2323,1391.0,1295.0,631.6,2188.9,1309.1,3.3,18.5,149.7
2010-04-30 09:00:00,17.6,60.4,1.2945,1381.0,1151.0,726.1,1832.1,1269.4,3.4,15.9,194.4
2010-04-30 10:00:00,15.3,68.1,1.3458,1393.9,1114.9,758.1,1869.7,1260.3,2.8,11.7,177.6
2010-04-30 11:00:00,16.6,81.6,1.4209,1318.7,1136.1,721.1,1851.2,1217.2,2.8,12.5,225.8
2010-04-30 12:00:00,18.2,71.0,1.4125,1430.1,1099.2,625.9,1992.7,1319.9,3.4,15.0,214.1
2010-04-30 13:00:00,18.4,63.9,1.3545,1399.0,1160.9,643.0,2061.0,1427.1,3.3,18.4,206.0
2010-04-30 14:00:00,20.5,49.9,1.2823,1310.0,1218.0,646.3,1958.4,1175.0,2.7,14.8,162.2
2010-04-30 15:00:00,22.5,45.8,1.2465,1385.0,1273.1,720.0,1872.4,1265.3,3.3,15.9,173.9
2010-04-30 16:00:00,20.9,60.2,1.4852,1615.4,1201.8,669.8,2181.8,1404.0,3.9,16.9,222.6
2010-04-30 17:00:00,21.0,56.5,1.3353,1427.5,1210.3,596.1,2090.3,1559.3,4.6,19.2,200.0
2010-04-30 18:00:00,19.6,56.6,1.3194,1524.4,1257.8,578.5,2140.4,1541.8,4.3,22.0,204.2
2010-04-30 19:00:00,19.2,55.7,1.3392,1512.2,1461.2,527.2,2403.1,1803.9,5.8,26.6,281.0
2010-04-30 20:00:00,19.1,59.9,1.3345,1347.6,1358.9,587.5,2016.0,1584.7,4.6,18.5,251.5
2010-04-30 21:00:00,18.4,65.4,1.3529,1349.4,1117.4,663.5,1833.9,1450.1,2.9,16.0,175.8
2010-04-30 22:00:00,18.1,69.4,1.3579,1439.6,1079.2,682.1,1792.1,1441.6,2.8,14.0,177.5
2010-04-30 23:00:00,18.1,62.2,1.3422,1349.8,1084.9,703.6,1815.8,1370.2,3.0,12.9,165.3
2010-05-01 00:00:00,18.9,66.8,1.346,1453.5,1074.1,701.9,2032.8,1699.6,3.5,15.2,179.4
2010-05-01 01:00:00,16.6,66.9,1.3346,1143.6,932.0,776.4,1758.5,1309.8,2.3,8.7,121.3
2010-05-01 02:00:00,16.0,70.2,1.3099,1078.4,791.3,882.7,1663.5,1005.3,1.7,6.6,79.9
2010-05-01 03:00:00,14.8,72.4,1.2902,968.6,808.5,883.5,1580.1,956.8,1.2,6.4,79.5
2010-05-01 04:00:00,15.2,71.3,1.2756,829.1,698.7,1145.3,1477.1,632.6,0.7,3.6,32.9
2010-05-01 05:00:00,16.2,69.1,1.2619,797.9,649.0,1132.7,1448.3,510.4,0.6,2.4,23.3
2010-05-01 06:00:00,17.5,63.6,1.2631,901.2,672.2,1132.8,1452.0,583.4,0.7,2.9,30.6
2010-05-01 07:00:00,17.4,62.5,1.2688,951.3,833.0,925.2,1681.0,853.4,1.1,6.8,70.5
2010-05-01 08:00:00,16.8,65.1,1.2458,1059.5,785.8,926.0,1711.9,846.9,1.4,6.8,76.6
2010-05-01 09:00:00,18.4,55.1,1.2184,1176.2,960.0,879.6,1659.1,1110.9,1.8,8.8,108.2
2010-05-01 10:00:00,21.0,45.2,1.1725,1108.8,968.2,832.8,1536.4,980.7,2.0,8.7,109.7
2010-05-01 11:00:00,23.1,38.9,1.1202,1094.7,974.4,936.3,1590.7,960.8,1.9,9.4,104.0
2010-05-01 12:00:00,27.0,31.3,1.0566,1054.5,900.6,837.9,1697.3,846.4,1.9,8.9,99.0
2010-05-01 13:00:00,25.1,30.2,1.0184,1019.7,824.2,970.9,1489.0,653.1,1.2,5.7,63.0
2010-05-01 14:00:00,23.1,32.7,1.0716,924.5,776.6,1090.7,1435.2,517.1,1.3,6.9,56.6
2010-05-01 15:00:00,27.4,30.3,1.0101,1060.5,919.6,955.8,1679.0,691.1,1.7,8.8,84.0
2010-05-01 16:00:00,23.7,31.5,1.0767,1105.6,965.7,977.5,1587.0,642.0,2.1,8.8,100.0
2010-05-01 17:00:00,22.8,39.4,1.0746,1086.8,946.4,1004.9,1518.1,624.0,1.8,7.8,88.1
2010-05-01 18:00:00,21.9,41.2,1.0324,1056.6,1073.8,891.4,1558.7,762.3,2.4,10.7,106.0
2010-05-01 19:00:00,21.3,43.2,1.0298,1303.4,1185.6,751.4,1691.0,1083.2,4.1,14.0,204.8
2010-05-01 20:00:00,18.6,53.8,1.1222,1147.6,995.9,818.3,1741.0,988.0,2.6,10.4,165.4
2010-05-01 21:00:00,17.1,53.8,1.1174,1139.2,963.5,883.3,1656.0,905.8,2.0,9.1,103.6
2010-05-01 22:00:00,17.7,59.3,1.1342,1385.2,1098.2,712.5,1962.1,1180.8,3.5,14.5,171.1
2010-05-01 23:00:00,18.0,62.0,1.1645,1385.0,1050.2,795.6,1645.2,1222.0,3.7,12.4,188.1
2010-05-02 00:00:00,17.9,55.7,1.1551,1155.3,877.4,876.0,1503.1,1159.8,2.3,8.5,107.1
2010-05-02 01:00:00,17.8,57.4,1.1633,1114.9,929.8,901.9,1530.8,1173.9,1.7,8.4,79.8
2010-05-02 02:00:00,16.4,57.8,1.1507,928.6,757.4,1018.7,1536.0,872.6,0.9,5.2,35.3
2010-05-02 03:00:00,14.9,64.2,1.1352,1020.0,846.4,910.0,1580.0,979.7,1.7,6.2,87.4
2010-05-02 04:00:00,15.4,67.1,1.1028,828.4,696.8,1141.0,1430.8,643.0,0.7,3.3,27.6
2010-05-02 05:00:00,13.8,61.9,1.0811,782.4,584.0,1175.6,1497.3,654.6,0.6,2.5,31.0
2010-05-02 06:00:00,13.5,72.3,1.0554,892.0,675.2,1194.9,1441.4,767.0,0.7,3.4,55.3
2010-05-02 07:00:00,15.0,64.9,1.0728,947.4,788.6,1015.3,1472.5,808.8,0.8,4.6,46.1
2010-05-02 08:00:00,17.0,64.1,1.1083,948.5,830.2,913.0,1489.6,968.2,1.1,5.7,92.2
2010-05-02 09:00:00,17.0,57.5,1.1342,1087.8,799.9,920.0,1499.3,898.9,1.3,6.9,94.0
2010-05-02 10:00:00,20.2,42.9,1.1157,1150.1,973.1,916.7,1639.0,818.7,1.6,8.0,89.0
2010-05-02 11:00:00,22.7,34.6,1.0431,1058.4,775.2,1035.3,1531.0,640.8,1.3,6.5,78.0
2010-05-02 12:00:00,25.5,32.3,1.0149,1034.1,796.4,1082.6,1555.3,616.4,1.3,6.4,70.6
2010-05-02 13:00:00,25.1,30.7,0.9863,967.0,723.8,1010.0,1479.1,577.9,1.1,4.6,61.4
2010-05-02 14:00:00,24.6,29.8,0.9647,1056.8,889.4,979.7,1458.2,580.0,1.2,6.4,66.5
2010-05-02 15:00:00,22.5,33.6,1.002,973.7,867.6,910.1,1614.9,670.2,1.4,6.6,88.3
2010-05-02 16:00:00,24.3,26.4,0.9258,987.5,805.8,1036.5,1471.9,609.0,1.0,5.3,66.2
2010-05-02 17:00:00,25.5,33.3,0.9815,1171.6,947.4,822.1,1604.3,912.7,1.8,10.0,132.3
2010-05-02 18:00:00,21.7,36.9,1.06,1230.9,1067.9,841.4,1721.0,1112.4,2.2,12.1,141.1
2010-05-02 19:00:00,22.0,49.4,1.1828,1366.1,1088.8,736.0,1741.8,1326.6,3.3,14.5,196.5
2010-05-02 20:00:00,19.3,52.2,1.2632,1369.5,982.9,733.8,1788.1,1081.6,2.7,10.6,178.5
2010-05-02 21:00:00,20.2,48.5,1.1642,1260.5,898.4,814.8,1589.5,980.4,2.3,9.6,141.4
2010-05-02 22:00:00,19.2,42.6,0.9485,1114.3,1034.2,832.3,1671.3,992.8,2.2,10.6,181.3
2010-05-02 23:00:00,18.3,45.0,0.966,1134.0,937.3,969.2,1470.6,891.8,2.0,8.3,146.9
2010-05-03 00:00:00,19.1,50.8,1.0086,1092.9,835.2,912.0,1595.4,783.8,1.6,7.1,98.9
2010-05-03 01:00:00,16.4,57.3,1.0918,889.5,680.2,1133.9,1428.1,577.7,0.8,2.9,36.3
2010-05-03 02:00:00,15.3,62.1,1.1493,834.7,586.0,1264.8,1438.9,485.0,0.6,2.3,25.2
2010-05-03 03:00:00,15.4,64.6,1.1484,915.6,580.9,1258.3,1315.8,523.6,0.4,1.7,21.1
2010-05-03 04:00:00,16.8,63.9,1.1043,814.7,547.0,1281.1,1418.6,530.2,0.4,1.5,24.0
2010-05-03 05:00:00,15.5,68.2,1.1416,944.7,648.2,1024.3,1576.6,717.0,0.7,3.4,59.2
2010-05-03 06:00:00,15.2,62.5,1.1844,1112.6,942.2,855.8,1737.6,1182.3,1.2,8.4,156.6
2010-05-03 07:00:00,16.0,66.2,1.1869,1507.9,1367.8,605.8,2258.8,1501.2,3.4,19.6,285.8
2010-05-03 08:00:00,17.9,62.1,1.2613,1676.8,1392.7,486.9,2376.0,1670.1,4.4,25.7,320.0
2010-05-03 09:00:00,17.1,67.5,1.3557,1542.3,1173.1,632.8,1951.3,1574.9,3.3,18.3,305.3
2010-05-03 10:00:00,20.5,44.1,1.1291,1197.6,1144.8,704.9,1632.1,1325.0,2.4,12.5,205.0
2010-05-03 11:00:00,23.9,29.2,0.9002,1017.6,969.6,892.3,1704.2,1063.3,2.1,11.3,137.7
2010-05-03 12:00:00,26.3,25.5,0.8721,1079.4,962.4,877.1,1536.5,921.2,1.9,10.2,124.5
2010-05-03 13:00:00,27.3,23.4,0.8983,1019.5,977.8,883.7,1623.4,967.0,1.7,10.8,98.9
2010-05-03 14:00:00,31.5,19.9,0.8539,1027.9,986.8,909.1,1555.8,715.8,1.4,10.5,69.6
2010-05-03 15:00:00,29.4,19.7,0.8649,994.5,1053.7,931.8,1659.0,739.3,1.4,10.4,81.0
2010-05-03 16:00:00,28.4,21.5,0.8672,1239.1,1155.8,837.4,1761.4,1089.8,2.4,17.0,120.0
2010-05-03 17:00:00,26.7,35.6,1.1724,1401.5,1322.4,642.6,2192.0,1399.4,4.0,21.9,195.7
2010-05-03 18:00:00,26.4,39.4,1.2268,1467.0,1343.4,610.5,2146.5,1433.3,4.0,21.7,201.6
2010-05-03 19:00:00,24.9,42.0,1.2484,1336.6,1355.7,646.8,1888.5,1360.3,3.8,19.2,163.0
2010-05-03 20:00:00,18.5,65.0,1.4028,1231.3,1031.7,671.2,1845.9,1129.6,3.1,13.2,156.5
2010-05-03 21:00:00,19.3,62.0,1.3836,1286.8,999.1,808.1,1877.3,1054.5,2.0,9.4,117.8
2010-05-03 22:00:00,19.5,56.5,1.2806,955.0,733.2,996.0,1597.3,757.6,1.1,5.6,59.8
2010-05-03 23:00:00,19.8,64.4,1.3521,1066.9,808.3,889.4,1603.4,1002.2,1.5,6.3,78.1
2010-05-04 00:00:00,18.6,69.1,1.3802,1033.0,812.7,917.3,1587.6,929.0,1.2,5.3,75.8
2010-05-04 01:00:00,17.4,75.2,1.4681,1049.0,726.6,1017.2,1651.5,739.1,1.0,3.9,57.4
2010-05-04 02:00:00,15.0,81.6,1.4562,920.1,569.0,1248.4,1441.1,664.6,0.6,2.2,33.0
2010-05-04 03:00:00,14.7,78.6,1.4302,811.9,512.3,1347.2,1559.3,472.2,0.4,1.6,22.2
2010-05-04 04:00:00,15.8,81.8,1.4216,925.0,578.8,1308.3,1421.0,462.6,0.4,1.6,20.0
2010-05-04 05:00:00,14.8,83.7,1.4236,967.0,633.1,1061.1,1536.5,555.8,0.6,2.8,50.5
2010-05-04 06:00:00,16.8,84.0,1.4602,1190.4,995.5,819.0,2026.7,1013.0,1.8,10.2,178.2
2010-05-04 07:00:00,16.9,82.7,1.4572,1579.6,1323.8,535.4,2398.2,1406.9,4.7,21.4,289.9
2010-05-04 08:00:00,15.0,80.0,1.4398,1490.0,1276.5,556.0,2293.0,1406.0,4.4,20.7,258.0
2010-05-04 09:00:00,17.2,66.6,1.4171,1256.6,1221.6,687.9,2091.4,1229.5,3.3,16.7,178.6
2010-05-04 10:00:00,21.1,51.5,1.2867,1086.8,904.0,924.9,1590.7,828.5,1.3,7.9,79.0
2010-05-04 11:00:00,20.8,49.8,1.2271,1136.5,1083.2,722.9,1843.2,1064.2,2.2,11.7,120.3
