carat,cut,color,clarity,depth,table,price,x,y,z
0.31,Ideal,F,VS2,61.9,57.0,749,4.34,4.32,2.68
1.1,Ideal,F,VVS2,61.2,56.0,9817,6.68,6.65,4.08
0.3,Very Good,F,VVS1,61.0,57.0,790,4.33,4.36,2.65
0.79,Ideal,F,SI1,62.8,56.0,2878,5.88,5.9,3.7
0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53
0.9,Ideal,J,SI1,62.6,54.0,3102,6.16,6.23,3.88
0.5,Very Good,G,SI1,62.4,52.0,1153,5.1,5.15,3.2
0.51,Ideal,E,SI1,62.5,56.0,1443,5.1,5.07,3.18
0.6,Ideal,G,VS1,61.2,56.0,2147,5.43,5.47,3.33
1.01,Ideal,G,VS2,61.9,56.0,7179,6.4,6.44,3.97
1.06,Very Good,E,VS1,59.6,60.0,8219,6.68,6.75,4.0
0.3,Very Good,G,IF,62.6,56.0,863,4.27,4.29,2.68
0.53,Good,F,VS1,61.8,62.8,1624,5.13,5.16,3.18
0.37,Premium,E,SI1,61.8,58.0,833,4.64,4.59,2.85
0.71,Ideal,G,VS1,61.0,56.0,3251,5.77,5.8,3.53
0.53,Ideal,D,VS2,61.2,57.0,1956,5.26,5.2,3.2
0.52,Ideal,F,SI1,62.0,55.0,1383,5.14,5.17,3.19
0.35,Ideal,F,VS2,61.4,54.0,706,4.54,4.58,2.8
0.36,Ideal,D,SI2,62.0,56.0,537,4.56,4.6,2.84
0.36,Premium,D,SI1,59.6,58.0,663,4.61,4.65,2.76
0.43,Ideal,G,VS1,62.3,56.0,1008,4.85,4.82,3.01
0.41,Very Good,D,VS2,59.2,58.0,995,4.83,4.87,2.87
0.5,Ideal,D,VS2,61.9,57.0,1845,5.09,5.06,3.14
2.0,Good,I,VS1,58.8,65.0,15851,8.1,8.03,4.74
1.1,Ideal,D,VVS2,62.0,57.0,11132,6.57,6.62,4.09
0.3,Ideal,H,VVS2,61.9,56.0,542,4.28,4.31,2.65
1.52,Very Good,I,VS2,62.3,58.0,10051,7.32,7.28,4.55
1.01,Very Good,F,VVS1,63.4,55.0,8706,6.44,6.34,4.05
1.31,Ideal,I,SI2,61.0,59.0,5820,7.05,7.01,4.29
0.7,Ideal,E,SI2,62.3,58.0,2436,5.66,5.7,3.54
1.04,Premium,H,VS1,59.7,59.0,5882,6.64,6.59,3.95
0.9,Very Good,G,SI1,63.4,54.0,3615,6.11,6.16,3.89
0.9,Fair,G,SI2,55.9,62.0,3104,6.35,6.42,3.57
1.51,Premium,J,VS2,62.3,59.0,6342,7.36,7.3,4.57
0.3,Ideal,E,VS2,62.3,56.0,658,4.3,4.34,2.69
1.15,Ideal,G,VS2,61.6,55.0,7587,6.74,6.76,4.16
0.46,Ideal,G,IF,62.1,56.0,1733,4.96,4.93,3.07
1.21,Premium,I,SI1,62.0,56.0,5285,6.89,6.83,4.25
0.3,Premium,D,VS2,62.2,60.0,911,4.3,4.28,2.67
1.17,Ideal,G,VS2,61.5,57.0,6139,6.86,6.8,4.2
1.02,Premium,E,SI2,59.6,59.0,4478,6.59,6.54,3.91
0.53,Good,H,SI1,63.9,55.0,1242,5.19,5.14,3.3
0.73,Ideal,I,VS2,61.6,55.0,2756,5.82,5.84,3.59
1.0,Ideal,E,VS2,61.5,55.0,6989,6.47,6.44,3.97
1.0,Premium,E,SI2,61.0,59.0,3752,6.4,6.33,3.89
0.7,Ideal,H,VS2,60.8,56.0,3656,5.74,5.77,3.5
0.59,Ideal,G,VVS2,62.2,56.0,1966,5.37,5.4,3.35
1.32,Very Good,G,SI2,62.9,57.0,6294,6.94,6.98,4.38
0.51,Very Good,F,VS2,62.0,58.0,1601,5.08,5.11,3.16
0.5,Very Good,G,VS1,62.9,55.0,1592,5.06,5.09,3.19
0.3,Ideal,H,SI2,60.0,56.0,408,4.41,4.43,2.65
0.7,Premium,F,VS2,61.6,60.0,2762,5.65,5.59,3.46
0.55,Premium,G,SI2,60.3,58.0,1186,5.35,5.33,3.22
1.12,Ideal,F,VVS2,61.4,57.0,9634,6.69,6.66,4.1
1.5,Good,D,SI2,63.8,58.0,8518,7.2,7.16,4.58
0.7,Good,H,VS2,63.8,60.0,2083,5.59,5.51,3.54
1.0,Good,I,VS2,62.6,59.0,4081,6.28,6.33,3.95
1.02,Ideal,H,SI2,59.8,58.0,4742,6.55,6.59,3.93
0.5,Good,F,SI1,62.5,60.0,1223,5.07,5.11,3.18
0.72,Ideal,G,SI1,60.7,56.0,2776,5.79,5.82,3.53
0.31,Good,G,VS2,64.4,54.0,531,4.24,4.29,2.75
0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51
0.51,Good,G,VS2,63.9,56.0,1443,5.1,5.07,3.25
0.41,Ideal,I,VVS2,61.6,57.0,827,4.76,4.78,2.94
1.12,Ideal,G,VVS2,62.5,56.0,8592,6.59,6.66,4.14
0.9,Good,I,VVS1,63.6,58.0,4114,6.14,6.1,3.89
0.3,Ideal,G,SI1,62.0,57.0,432,4.27,4.31,2.66
0.31,Ideal,D,SI1,61.9,57.0,548,4.36,4.39,2.71
0.91,Fair,F,SI2,65.3,51.0,2996,6.05,5.98,3.93
0.58,Ideal,I,SI1,62.2,54.0,1132,5.35,5.39,3.34
0.98,Very Good,H,SI2,63.4,57.0,3091,6.41,6.32,4.04
1.0,Good,D,SI2,64.0,59.0,3634,6.29,6.24,4.01
0.4,Good,E,SI1,63.2,56.0,687,4.65,4.69,2.95
0.66,Good,F,SI1,60.4,60.1,2017,5.59,5.65,3.39
0.72,Premium,G,SI1,60.6,62.0,2246,5.81,5.77,3.51
0.9,Fair,H,VS1,65.9,60.0,3500,5.99,5.96,3.94
0.35,Ideal,F,VS2,62.4,55.0,706,4.51,4.53,2.82
1.0,Very Good,G,SI2,62.6,58.0,4725,6.34,6.38,3.98
1.72,Premium,J,SI1,62.0,56.0,6857,7.76,7.7,4.79
0.31,Good,F,VVS1,63.6,61.0,742,4.21,4.25,2.69
0.33,Ideal,F,VVS2,62.2,56.0,810,4.43,4.45,2.76
0.7,Premium,F,SI1,60.2,58.0,2319,5.76,5.7,3.45
1.0,Premium,J,VS2,60.7,58.0,3877,6.49,6.52,3.95
1.5,Premium,G,VVS2,61.2,59.0,12821,7.4,7.31,4.5
1.41,Premium,D,SI2,61.1,56.0,6988,7.19,7.15,4.38
0.7,Very Good,F,VS2,61.7,63.0,2762,5.64,5.61,3.47
1.25,Premium,H,VS1,62.7,59.0,7328,6.82,6.86,4.29
0.9,Good,G,VS2,63.9,61.0,3792,6.01,5.97,3.83
0.41,Premium,J,VS1,62.1,58.0,647,4.75,4.79,2.96
0.33,Premium,H,VS2,60.4,60.0,521,4.48,4.52,2.72
1.03,Premium,J,SI2,62.2,59.0,3149,6.42,6.4,3.99
0.38,Very Good,E,VVS2,59.7,63.0,1157,4.71,4.73,2.82
1.01,Very Good,F,SI2,62.4,58.0,4416,6.37,6.41,3.99
0.64,Ideal,I,SI2,61.2,55.0,1257,5.54,5.6,3.41
1.14,Very Good,F,I1,61.3,55.8,4050,6.74,6.76,4.13
0.32,Premium,E,SI1,60.4,61.0,672,4.42,4.39,2.66
0.71,Very Good,H,SI1,62.9,58.0,2246,5.62,5.66,3.55
0.9,Very Good,D,VS2,63.5,61.0,4521,6.16,6.09,3.89
0.54,Ideal,E,VVS2,61.9,54.5,2479,5.22,5.25,3.23
1.02,Very Good,F,SI1,60.7,59.0,5155,6.49,6.55,3.96
0.5,Ideal,D,VS2,61.9,59.0,1712,5.07,5.1,3.15
1.02,Ideal,E,VVS1,61.3,57.0,11128,6.47,6.54,3.99
0.9,Ideal,G,VVS2,61.9,56.0,5242,6.22,6.15,3.83
0.4,Ideal,G,IF,61.4,55.0,1397,4.79,4.76,2.93
0.3,Ideal,E,VS2,61.8,56.0,844,4.32,4.29,2.66
0.55,Premium,E,VS1,59.6,60.0,2277,5.41,5.36,3.15
0.81,Ideal,F,VS2,61.9,55.0,3624,6.0,5.95,3.7
0.23,Very Good,F,VVS2,63.1,56.0,472,3.93,3.96,2.49
1.03,Good,G,SI2,63.7,60.0,4001,6.35,6.28,4.02
0.72,Very Good,E,SI1,62.9,54.0,2567,5.72,5.76,3.61
0.77,Ideal,G,VS2,61.7,55.0,3786,5.89,5.91,3.64
1.0,Good,G,SI1,63.9,60.0,4824,6.27,6.22,3.99
0.3,Ideal,H,VVS2,62.1,55.0,590,4.33,4.36,2.7
0.73,Premium,E,VS2,62.5,61.0,2862,5.78,5.64,3.59
0.7,Very Good,I,VS1,62.4,58.0,1971,5.62,5.67,3.52
0.35,Ideal,F,VS2,61.4,55.0,906,4.6,4.55,2.81
0.33,Ideal,I,VVS1,61.7,55.7,570,4.43,4.45,2.74
0.31,Ideal,F,VS2,60.8,56.0,625,4.38,4.41,2.67
0.31,Ideal,E,VS2,60.9,57.0,872,4.36,4.34,2.65
0.93,Good,D,SI2,59.2,62.0,3744,6.36,6.38,3.77
0.7,Premium,E,VVS2,62.7,53.0,3007,5.65,5.61,3.53
0.5,Premium,E,SI1,62.2,58.0,1073,5.03,4.87,3.1
0.51,Ideal,G,VVS2,61.8,56.0,2197,5.11,5.15,3.16
1.53,Ideal,D,VS2,62.7,54.0,17223,7.35,7.39,4.62
0.3,Ideal,F,VVS1,61.7,56.0,857,4.33,4.35,2.68
0.39,Premium,G,VS2,61.2,60.0,1009,4.73,4.68,2.88
0.56,Ideal,E,VS2,60.9,56.0,1915,5.35,5.32,3.25
0.31,Very Good,I,VS2,61.6,56.0,468,4.36,4.39,2.69
0.36,Premium,D,SI2,60.0,58.0,689,4.62,4.58,2.76
0.7,Very Good,E,VS1,63.4,60.0,3068,5.63,5.66,3.58
0.95,Premium,I,VS2,62.9,57.0,3818,6.24,6.19,3.91
1.09,Very Good,H,SI2,60.9,57.0,4349,6.64,6.69,4.06
0.41,Ideal,D,SI1,62.7,56.0,791,4.73,4.78,2.98
0.3,Ideal,G,VS1,62.2,55.0,776,4.31,4.28,2.67
1.0,Very Good,D,SI2,59.5,62.0,4543,6.49,6.52,3.87
1.0,Good,D,VS2,63.9,56.0,7200,6.34,6.31,4.04
0.7,Very Good,D,VS2,63.3,56.0,2826,5.6,5.58,3.54
0.9,Very Good,F,SI1,62.5,60.0,3950,6.05,6.11,3.8
0.51,Very Good,E,VVS2,60.0,58.0,2062,5.19,5.21,3.12
0.55,Ideal,D,VS2,61.0,56.0,1645,5.28,5.31,3.23
0.52,Premium,E,VS2,61.6,59.0,1694,5.16,5.14,3.17
1.0,Premium,E,VVS2,62.7,60.0,9050,6.34,6.32,3.97
0.3,Very Good,H,SI1,59.4,63.0,540,4.4,4.35,2.6
0.54,Good,G,VS1,60.8,62.0,1685,5.22,5.24,3.18
1.01,Premium,G,VS1,60.7,58.0,6932,6.49,6.52,3.95
2.08,Premium,H,I1,61.7,57.0,6150,8.23,8.18,5.06
0.35,Ideal,D,VS2,61.6,56.0,1063,4.56,4.53,2.8
0.7,Good,H,VVS2,60.5,62.0,2611,5.66,5.74,3.45
0.31,Ideal,H,VS1,61.7,57.0,698,4.34,4.32,2.67
0.31,Ideal,G,VVS2,61.9,55.0,907,4.36,4.33,2.69
0.33,Ideal,H,VS1,62.0,55.0,743,4.46,4.44,2.76
0.32,Ideal,J,IF,62.2,56.0,533,4.37,4.41,2.73
3.67,Premium,I,I1,62.4,56.0,16193,9.86,9.81,6.13
0.3,Premium,H,VS1,62.0,58.0,675,4.28,4.24,2.64
0.27,Very Good,E,VVS2,62.0,60.0,552,4.15,4.17,2.58
1.02,Very Good,H,SI1,61.2,57.0,4875,6.47,6.53,3.98
1.64,Premium,E,SI1,59.5,58.0,14107,7.64,7.72,4.57
1.01,Good,G,VS1,63.7,57.0,6618,6.37,6.32,4.04
1.15,Ideal,H,I1,62.0,55.0,3606,6.76,6.69,4.17
0.5,Ideal,D,VS2,61.2,55.0,1808,5.12,5.07,3.12
0.4,Ideal,F,IF,60.9,57.0,1583,4.81,4.84,2.94
0.32,Very Good,F,SI1,62.3,55.0,533,4.39,4.44,2.75
1.51,Ideal,G,VVS2,62.3,55.0,14616,7.29,7.35,4.56
0.7,Ideal,H,SI2,61.6,56.0,2326,5.77,5.72,3.53
0.74,Very Good,E,SI2,59.1,60.0,2728,5.88,5.93,3.49
0.4,Very Good,G,VS2,63.5,56.0,1035,4.7,4.68,2.98
0.3,Premium,E,VS2,62.6,58.0,844,4.28,4.25,2.67
1.14,Good,I,SI2,60.0,65.0,3735,6.8,6.75,4.06
0.32,Premium,G,VS2,61.7,60.0,561,4.32,4.4,2.69
1.07,Very Good,H,SI1,62.3,57.0,5752,6.53,6.64,4.1
0.7,Ideal,F,SI1,62.7,57.0,2515,5.66,5.7,3.56
0.3,Very Good,G,VS2,60.6,61.0,526,4.29,4.32,2.61
1.51,Premium,G,VS1,62.4,59.0,13638,7.28,7.25,4.53
1.57,Ideal,J,VVS2,61.4,57.0,9346,7.45,7.5,4.59
0.7,Premium,G,I1,59.2,61.0,1115,5.76,5.7,3.39
1.17,Ideal,F,VVS1,62.1,57.0,11886,6.82,6.73,4.21
0.36,Very Good,G,VS1,61.2,60.0,726,4.56,4.59,2.8
0.9,Ideal,E,VVS2,62.8,54.0,7286,6.11,6.21,3.87
0.3,Very Good,E,VS2,61.6,54.0,600,4.29,4.32,2.65
0.72,Premium,J,VS2,61.7,58.0,1941,5.67,5.77,3.53
0.32,Premium,G,VS1,62.8,59.0,828,4.37,4.33,2.73
0.38,Very Good,E,VVS1,62.4,57.0,1098,4.62,4.71,2.91
0.31,Ideal,H,VS2,62.6,57.0,628,4.38,4.34,2.73
1.76,Ideal,G,VS2,60.3,57.0,17442,7.9,7.83,4.74
0.31,Premium,E,VVS2,61.4,60.0,1046,4.36,4.34,2.67
0.3,Premium,H,SI1,60.9,59.0,554,4.31,4.29,2.62
0.56,Ideal,F,SI2,61.9,55.0,1212,5.27,5.31,3.28
1.01,Good,G,SI2,63.7,58.0,3852,6.31,6.35,4.03
0.7,Good,E,SI1,57.8,62.0,2150,5.79,5.84,3.36
0.3,Ideal,E,VVS1,60.0,60.0,826,4.37,4.39,2.63
1.7,Good,G,VS1,63.5,56.0,14445,7.53,7.64,4.82
0.41,Ideal,E,SI1,62.7,57.0,755,4.74,4.77,2.98
0.32,Good,E,VS1,60.3,64.0,756,4.42,4.44,2.67
1.01,Fair,F,VS2,64.5,58.0,5226,6.28,6.18,4.02
0.32,Premium,H,VS1,61.7,58.0,561,4.38,4.44,2.72
1.06,Very Good,E,IF,62.7,58.0,11518,6.48,6.54,4.08
0.39,Premium,H,SI1,62.0,60.0,834,4.71,4.65,2.9
0.72,Ideal,F,VS1,61.0,55.0,3759,5.77,5.81,3.53
1.09,Premium,I,VS1,62.3,54.0,4786,6.65,6.61,4.13
1.09,Ideal,J,VS2,61.3,57.0,4131,6.63,6.61,4.06
0.9,Good,F,SI1,63.9,58.0,3992,6.08,6.03,3.87
1.0,Good,E,SI1,61.6,62.0,5784,6.35,6.42,3.93
0.54,Ideal,I,SI2,60.9,57.0,935,5.26,5.31,3.22
0.54,Ideal,H,VS2,60.1,57.0,1338,5.28,5.33,3.19
0.55,Ideal,F,VS2,61.1,56.0,1819,5.31,5.27,3.23
0.43,Very Good,E,SI2,59.9,57.0,671,4.88,4.94,2.94
0.71,Premium,G,SI1,58.9,62.0,2450,5.92,5.83,3.46
1.5,Very Good,G,SI2,63.1,57.0,9384,7.29,7.25,4.59
0.28,Very Good,E,VVS2,61.4,60.0,596,4.18,4.22,2.58
1.2,Good,G,VS1,63.4,56.0,8442,6.7,6.74,4.26
1.21,Ideal,G,VS1,61.8,57.0,10685,6.81,6.86,4.23
1.02,Ideal,F,VS2,62.6,57.0,7632,6.4,6.47,4.03
0.44,Very Good,I,VS2,62.5,57.0,795,4.85,4.88,3.04
0.42,Premium,D,SI2,60.1,58.0,700,4.83,4.88,2.92
0.51,Very Good,E,SI1,61.2,61.0,1304,5.13,5.16,3.15
0.7,Ideal,D,VS1,61.4,54.2,3752,5.72,5.76,3.52
0.34,Ideal,E,VVS1,62.2,56.0,1084,4.49,4.45,2.78
1.02,Ideal,E,SI2,62.1,55.0,4798,6.51,6.4,4.01
0.31,Ideal,F,VVS1,62.2,53.0,840,4.35,4.37,2.71
0.81,Very Good,J,VS2,60.4,59.0,2283,6.04,6.11,3.67
1.75,Very Good,J,VS1,61.5,59.0,10681,7.75,7.83,4.79
1.04,Ideal,H,VS1,62.0,54.0,6368,6.52,6.54,4.05
0.61,Premium,H,SI1,61.2,58.0,1588,5.45,5.43,3.33
1.02,Very Good,H,VS2,62.4,57.0,5383,6.43,6.35,3.99
1.0,Good,G,VS2,63.5,59.0,5860,6.23,6.33,3.99
0.74,Ideal,F,VS2,60.5,59.0,2936,5.81,5.86,3.53
1.01,Very Good,J,SI1,61.9,58.0,4346,6.36,6.4,3.95
0.33,Ideal,E,VVS1,61.9,54.0,945,4.45,4.47,2.76
2.14,Ideal,E,SI2,62.7,55.0,13065,8.26,8.21,5.16
0.74,Ideal,E,SI2,61.7,57.0,2501,5.78,5.82,3.58
1.51,Premium,G,SI1,60.6,58.0,10020,7.47,7.39,4.5
0.3,Ideal,H,VVS2,61.7,54.2,631,4.32,4.35,2.67
0.41,Good,F,VS2,63.2,57.0,863,4.74,4.76,3.0
0.7,Fair,H,SI1,65.5,57.0,1865,5.59,5.55,3.65
0.32,Very Good,E,SI1,62.8,57.0,561,4.34,4.39,2.74
0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
1.53,Very Good,H,SI1,61.0,61.0,10468,7.4,7.45,4.53
1.01,Good,D,SI1,63.8,58.0,5443,6.34,6.38,4.06
0.71,Ideal,D,VS2,61.4,56.0,3234,5.74,5.79,3.54
1.51,Ideal,G,SI1,61.6,56.0,8283,7.34,7.25,4.5
0.53,Ideal,D,SI2,61.4,56.0,1412,5.24,5.22,3.21
1.02,Very Good,E,SI2,59.6,59.0,4398,6.54,6.59,3.91
0.26,Ideal,G,VS1,62.1,55.0,478,4.09,4.12,2.55
0.5,Very Good,E,SI1,60.7,59.0,1281,5.09,5.13,3.1
0.3,Ideal,H,VVS2,61.6,55.0,605,4.3,4.34,2.66
0.76,Ideal,D,VS2,63.0,56.0,3248,5.83,5.79,3.66
0.3,Ideal,F,VVS1,61.8,57.0,814,4.3,4.34,2.67
1.08,Ideal,G,VS2,61.3,56.0,6586,6.59,6.62,4.05
0.3,Ideal,G,VS1,61.8,57.0,624,4.29,4.32,2.66
1.52,Very Good,H,VVS2,62.8,56.0,12648,7.3,7.32,4.59
0.71,Premium,G,VS2,63.0,54.0,2443,5.69,5.64,3.57
0.51,Very Good,J,VS2,62.5,56.0,1047,5.08,5.12,3.19
0.3,Ideal,F,IF,62.1,57.0,886,4.27,4.3,2.66
0.3,Very Good,H,VS2,62.6,58.0,473,4.22,4.28,2.66
0.8,Very Good,E,SI1,62.9,60.0,3146,5.87,5.89,3.7
0.54,Ideal,G,VS1,60.6,56.0,1957,5.28,5.31,3.21
2.05,Ideal,G,SI2,59.8,59.0,16446,8.22,8.31,4.94
0.32,Ideal,D,SI1,61.5,56.0,715,4.41,4.44,2.72
0.57,Good,G,SI1,63.3,55.0,1364,5.29,5.32,3.36
2.19,Ideal,I,SI2,61.5,57.0,15509,8.31,8.44,5.15
0.59,Ideal,J,VS2,60.8,57.0,1352,5.47,5.42,3.31
0.3,Good,H,VVS2,63.7,55.0,776,4.27,4.24,2.71
0.33,Very Good,E,VS1,61.6,56.0,781,4.43,4.46,2.74
0.9,Fair,E,VVS2,58.1,59.0,5551,6.21,6.26,3.62
0.28,Ideal,H,VS2,62.5,54.0,467,4.2,4.22,2.63
0.69,Very Good,H,SI1,62.5,57.6,1757,5.66,5.72,3.55
0.4,Very Good,D,VS2,59.3,58.0,850,4.8,4.85,2.86
0.77,Premium,E,SI1,62.9,59.0,2846,5.84,5.79,3.66
1.18,Ideal,E,SI2,60.9,57.0,6328,6.86,6.89,4.19
0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
0.37,Ideal,F,IF,62.0,57.0,1092,4.59,4.62,2.85
0.77,Premium,E,SI2,61.3,55.0,2723,5.9,5.85,3.6
0.72,Ideal,I,VS2,62.1,58.0,2347,5.74,5.72,3.57
0.41,Good,E,SI2,63.4,58.0,638,4.71,4.75,3.0
0.91,Good,G,VS1,63.2,58.0,4284,6.07,6.15,3.86
0.35,Ideal,E,VS2,62.5,55.0,984,4.52,4.5,2.82
1.06,Ideal,D,VVS2,61.9,56.0,13588,6.51,6.54,4.04
0.76,Very Good,E,IF,61.9,56.0,4798,5.83,5.85,3.62
0.32,Ideal,D,VS1,61.2,55.0,977,4.41,4.45,2.71
2.11,Premium,G,SI1,61.6,59.0,17816,8.24,8.19,5.06
0.7,Very Good,I,SI2,62.5,58.0,1580,5.64,5.72,3.55
0.38,Very Good,G,SI1,57.5,60.0,599,4.83,4.88,2.79
1.34,Very Good,J,SI2,62.7,56.0,5335,7.05,7.08,4.43
0.33,Premium,G,VVS1,60.9,58.0,1114,4.47,4.43,2.71
0.35,Ideal,D,SI2,62.4,55.0,522,4.53,4.54,2.83
0.7,Fair,F,SI2,64.6,57.0,1947,5.6,5.57,3.61
0.7,Ideal,H,VS2,61.2,56.0,3145,5.72,5.75,3.51
0.32,Ideal,H,VVS2,62.0,55.0,828,4.42,4.39,2.73
0.74,Fair,E,SI1,66.0,56.0,2069,5.6,5.67,3.72
0.53,Ideal,D,SI1,61.7,56.0,1753,5.23,5.15,3.2
1.01,Ideal,E,SI1,62.6,57.0,5599,6.43,6.38,4.01
0.32,Ideal,G,IF,61.4,55.0,898,4.42,4.44,2.72
0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
0.8,Ideal,H,VS2,62.1,54.0,3030,5.96,5.99,3.71
0.4,Ideal,F,SI2,62.5,53.0,597,4.71,4.76,2.96
2.01,Premium,G,SI1,62.5,58.0,17334,7.98,8.08,5.02
1.25,Ideal,I,SI1,61.0,56.0,6352,6.97,7.02,4.27
0.23,Good,D,VVS2,61.8,65.0,452,3.9,3.93,2.42
0.4,Very Good,D,VS1,64.0,57.0,995,4.66,4.69,2.99
0.7,Premium,G,VVS2,59.6,61.0,2737,5.86,5.78,3.47
1.71,Premium,I,VS2,62.8,59.0,11958,7.58,7.52,4.74
0.56,Ideal,E,VS2,61.7,54.0,1819,5.28,5.35,3.28
0.4,Fair,G,SI1,59.9,67.0,960,4.81,4.77,2.87
1.68,Ideal,E,SI2,60.4,55.0,11781,7.7,7.79,4.68
0.64,Good,G,VS2,64.1,55.3,1906,5.43,5.45,3.49
0.3,Premium,I,VS1,59.8,60.0,608,4.36,4.34,2.6
0.71,Ideal,F,SI2,61.6,56.0,2168,5.73,5.67,3.51
0.29,Ideal,E,VS2,60.1,56.0,619,4.3,4.34,2.6
1.03,Ideal,J,SI1,61.7,56.0,4395,6.49,6.53,4.02
0.71,Very Good,I,SI1,58.9,59.0,2141,5.78,5.84,3.42
1.5,Premium,H,I1,60.1,57.0,3457,7.4,7.28,4.42
1.23,Premium,I,VS2,61.1,60.0,6206,6.95,6.89,4.23
0.63,Ideal,E,VS1,61.5,56.0,2503,5.5,5.53,3.39
0.32,Premium,G,VS1,62.8,58.0,828,4.39,4.34,2.74
1.02,Very Good,G,IF,62.3,59.0,8624,6.36,6.45,3.99
1.01,Good,F,VS1,61.2,56.0,6825,6.42,6.49,3.95
0.55,Ideal,G,VVS1,60.0,56.0,2077,5.35,5.39,3.21
0.42,Good,F,SI2,64.1,56.0,646,4.76,4.72,3.04
0.53,Ideal,G,VS2,60.1,54.0,1607,5.31,5.3,3.19
0.31,Ideal,E,VVS2,62.5,54.0,755,4.34,4.37,2.72
0.58,Very Good,E,SI1,59.6,57.0,1453,5.41,5.42,3.23
1.21,Ideal,F,VS1,62.2,54.9,8629,6.79,6.84,4.24
1.04,Good,D,SI2,57.6,63.0,4191,6.67,6.7,3.85
0.71,Ideal,D,SI1,62.3,56.0,3316,5.72,5.7,3.56
0.32,Ideal,J,VS2,62.9,56.0,504,4.4,4.37,2.76
0.3,Premium,E,SI1,59.5,58.0,675,4.42,4.39,2.62
0.9,Premium,J,SI2,62.7,57.0,2717,6.09,6.06,3.8
0.31,Ideal,H,VS2,61.2,59.0,515,4.36,4.4,2.68
1.02,Premium,G,VVS2,62.2,60.0,7741,6.43,6.39,3.99
0.37,Premium,D,VVS2,61.0,60.0,1071,4.61,4.64,2.82
0.33,Ideal,I,IF,61.7,55.0,675,4.45,4.49,2.76
1.24,Premium,F,SI1,61.6,59.0,7162,6.94,6.89,4.26
0.73,Ideal,G,VS2,60.9,57.0,3307,5.8,5.86,3.55
0.71,Premium,I,VS1,61.9,59.0,2266,5.71,5.67,3.52
0.57,Ideal,G,VS2,61.6,57.0,1728,5.36,5.32,3.29
2.0,Ideal,E,SI2,62.2,57.0,16650,8.11,8.09,5.04
0.32,Premium,H,VS2,62.3,57.0,648,4.39,4.37,2.73
1.47,Very Good,H,SI2,59.3,59.0,7438,7.34,7.39,4.37
1.0,Good,J,VS1,58.1,64.0,3920,6.63,6.51,3.82
0.71,Ideal,G,SI1,62.9,57.0,2352,5.67,5.62,3.55
2.03,Premium,I,SI1,61.4,58.0,15683,8.13,8.09,4.98
1.26,Premium,I,SI2,60.1,59.0,5080,7.03,6.99,4.21
0.34,Ideal,D,VS2,61.0,56.0,967,4.51,4.54,2.76
0.5,Very Good,D,VS2,63.0,57.0,1688,5.03,5.06,3.18
0.37,Ideal,E,VS2,61.6,57.0,811,4.61,4.65,2.85
0.33,Ideal,G,IF,61.9,55.0,946,4.44,4.45,2.75
0.3,Ideal,E,VS2,62.0,56.0,658,4.31,4.34,2.68
1.2,Ideal,I,SI2,60.5,58.0,5050,6.92,6.83,4.16
0.4,Ideal,G,VVS1,62.1,53.0,1043,4.75,4.79,2.96
1.51,Premium,H,VS2,62.9,59.0,11268,7.31,7.25,4.58
1.04,Ideal,H,SI2,62.0,57.0,3669,6.53,6.43,4.02
0.38,Ideal,H,VVS2,61.4,57.0,833,4.63,4.65,2.85
0.38,Ideal,F,SI1,61.8,55.0,640,4.66,4.69,2.89
0.7,Ideal,F,VS1,62.4,56.0,2874,5.69,5.65,3.54
0.32,Very Good,D,VVS1,61.9,54.0,983,4.42,4.46,2.75
1.21,Premium,H,VS2,58.8,59.0,6708,7.01,6.98,4.11
1.03,Premium,F,VS1,61.7,56.0,6783,6.49,6.47,4.0
1.02,Premium,G,IF,61.8,59.0,8643,6.46,6.41,3.98
1.25,Ideal,I,SI2,61.8,56.0,5259,6.92,6.94,4.28
0.24,Very Good,H,VVS2,60.7,58.0,432,4.04,4.07,2.46
0.32,Very Good,F,VS2,62.8,57.0,645,4.33,4.36,2.73
1.36,Premium,F,SI2,61.4,59.0,6458,7.16,7.12,4.38
0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73
0.77,Ideal,I,SI1,61.5,56.0,2946,5.9,5.93,3.64
0.31,Very Good,F,IF,61.4,55.0,914,4.39,4.41,2.7
0.52,Ideal,F,VS2,61.5,56.0,1981,5.19,5.21,3.2
0.7,Good,H,SI2,63.8,57.0,1856,5.58,5.55,3.55
0.31,Very Good,H,VVS2,62.4,58.0,625,4.28,4.31,2.68
2.05,Premium,G,SI1,61.6,59.0,15291,8.2,8.16,5.04
0.57,Very Good,E,VS2,61.0,57.0,1785,5.33,5.35,3.26
0.7,Ideal,I,VS2,62.3,54.0,2390,5.67,5.72,3.55
0.32,Ideal,F,VS2,61.6,57.0,828,4.43,4.4,2.72
0.3,Ideal,G,SI1,62.2,57.0,477,4.26,4.29,2.66
0.57,Premium,H,SI1,61.6,58.0,1247,5.37,5.34,3.3
