carat,cut,color,clarity,depth,table,price,x,y,z
0.74,Ideal,E,SI1,61.6,54.0,2699,5.82,5.9,3.61
0.35,Ideal,E,VS2,62.2,56.0,767,4.51,4.53,2.81
0.4,Premium,D,VS2,62.4,59.0,982,4.7,4.72,2.94
0.41,Ideal,D,SI2,62.6,57.0,656,4.72,4.77,2.97
1.29,Premium,I,SI1,62.2,58.0,6140,7.03,6.96,4.35
0.33,Ideal,H,IF,61.6,55.0,838,4.48,4.51,2.77
0.91,Very Good,I,VS2,63.0,58.0,3340,6.07,6.15,3.85
1.13,Premium,E,SI2,60.4,59.0,5220,6.7,6.75,4.06
1.23,Premium,H,VS1,61.1,58.0,7577,6.91,6.86,4.21
0.9,Fair,D,SI2,64.5,61.0,3473,6.1,6.0,3.9
0.31,Ideal,D,SI1,61.2,57.0,533,4.34,4.38,2.67
0.7,Ideal,F,VS1,62.5,56.0,2751,5.73,5.7,3.57
1.0,Fair,G,I1,64.9,56.0,2398,6.2,6.14,4.01
0.41,Ideal,H,VS1,61.1,56.0,1269,4.83,4.86,2.96
1.01,Very Good,G,VVS2,59.7,59.0,7226,6.5,6.56,3.9
0.92,Premium,I,SI1,62.9,60.0,3190,6.18,6.13,3.87
0.3,Ideal,G,VVS1,62.2,57.0,1013,4.31,4.27,2.67
0.9,Very Good,G,SI2,62.1,58.0,3303,6.08,6.13,3.79
0.71,Ideal,G,SI1,61.4,55.0,2423,5.75,5.79,3.54
0.51,Premium,D,VS2,62.0,59.0,1807,5.12,5.08,3.16
1.23,Good,J,VS2,63.6,57.0,5386,6.79,6.74,4.3
1.2,Premium,F,SI2,62.5,59.0,5332,6.74,6.68,4.2
0.3,Very Good,G,VVS1,62.8,55.0,635,4.28,4.31,2.7
0.51,Ideal,D,VS2,61.8,55.0,1882,5.18,5.15,3.19
0.33,Good,E,SI1,63.3,56.0,579,4.41,4.43,2.8
0.62,Ideal,G,IF,62.2,54.0,2655,5.46,5.51,3.41
1.72,Premium,H,SI1,62.2,59.0,9551,7.62,7.55,4.72
0.3,Very Good,E,VS2,62.9,58.0,658,4.22,4.27,2.67
1.07,Ideal,G,VS2,62.4,55.0,6648,6.53,6.58,4.09
1.75,Very Good,J,VS1,61.5,59.0,10681,7.75,7.83,4.79
1.7,Premium,G,SI2,62.2,59.0,7414,7.68,7.6,4.75
0.76,Very Good,E,SI1,63.2,57.0,2613,5.8,5.75,3.65
1.1,Ideal,F,SI1,61.4,55.0,6146,6.65,6.68,4.09
0.31,Very Good,H,VS2,63.5,57.0,628,4.34,4.32,2.75
0.3,Premium,D,VVS2,60.7,59.0,741,4.33,4.34,2.63
0.41,Ideal,G,VS2,62.7,55.0,1061,4.79,4.75,2.99
0.31,Premium,G,SI1,61.9,56.0,593,4.38,4.34,2.7
0.39,Ideal,E,VS1,62.3,54.4,1004,4.66,4.69,2.91
0.73,Very Good,H,SI1,62.2,57.0,2001,5.77,5.8,3.6
0.81,Premium,H,SI2,61.6,62.0,2313,6.0,5.92,3.67
0.4,Very Good,E,VS2,62.2,56.0,912,4.72,4.74,2.94
0.75,Very Good,D,SI2,63.6,58.0,2618,5.71,5.76,3.65
0.91,Premium,F,SI2,60.5,59.0,2461,6.21,6.19,3.75
0.32,Very Good,E,VVS1,60.4,57.0,917,4.42,4.46,2.68
2.04,Very Good,H,SI2,63.2,58.0,13790,8.1,8.0,5.09
0.31,Premium,G,VS2,61.2,59.0,471,4.36,4.4,2.68
0.38,Very Good,G,VS1,61.9,56.0,833,4.63,4.68,2.88
1.67,Very Good,I,VS1,61.6,59.1,11867,7.61,7.64,4.7
1.01,Very Good,G,SI2,62.9,56.0,4176,6.36,6.39,4.01
0.3,Ideal,F,IF,62.6,57.0,886,4.25,4.28,2.67
1.27,Ideal,J,SI2,61.2,56.0,5021,6.99,6.95,4.27
1.5,Good,D,SI2,61.9,61.0,10302,7.31,7.38,4.55
0.7,Premium,E,VS2,63.0,60.0,2818,5.64,5.6,3.54
1.01,Fair,F,VS2,66.1,61.0,4791,6.1,6.04,4.01
0.76,Premium,E,SI1,61.8,58.0,2789,5.82,5.86,3.61
1.01,Ideal,H,SI1,61.2,57.0,5387,6.42,6.47,3.95
0.31,Ideal,F,IF,60.2,57.0,1155,4.38,4.44,2.65
1.09,Very Good,E,SI2,63.1,58.0,3418,6.51,6.46,4.09
0.58,Ideal,G,VVS2,61.6,56.0,2135,5.37,5.4,3.31
1.5,Ideal,E,SI1,62.4,56.0,9744,7.36,7.31,4.58
1.14,Very Good,H,SI2,63.3,57.0,4615,6.6,6.63,4.19
1.18,Premium,G,VVS2,58.2,62.0,9188,6.92,6.89,4.02
0.3,Premium,G,VS1,61.4,58.0,776,4.35,4.32,2.66
0.33,Ideal,D,VVS2,60.9,57.0,955,4.46,4.48,2.72
1.29,Premium,I,SI2,61.1,62.0,4291,7.0,6.94,4.26
0.7,Ideal,H,SI1,60.4,56.0,2815,5.75,5.81,3.49
1.12,Ideal,G,VS2,62.0,56.0,6652,6.64,6.69,4.13
1.06,Ideal,G,SI1,62.0,57.0,5342,6.54,6.5,4.04
1.35,Ideal,H,VS2,61.6,55.0,6502,7.08,7.02,4.34
0.24,Very Good,F,VVS2,62.8,58.0,552,3.95,3.98,2.49
0.7,Very Good,I,SI1,63.8,59.0,1890,5.56,5.6,3.56
1.0,Very Good,F,VS2,62.5,58.0,6283,6.32,6.36,3.96
1.01,Good,D,VS1,61.1,56.0,6612,6.36,6.43,3.91
0.72,Fair,H,SI2,65.9,57.0,2203,5.6,5.54,3.67
0.4,Premium,E,SI1,60.9,60.0,945,4.77,4.75,2.9
1.2,Very Good,H,VVS1,63.3,56.0,6672,6.75,6.7,4.26
1.67,Ideal,H,VS2,62.6,56.0,12945,7.55,7.57,4.73
1.4,Premium,I,VS1,61.6,59.0,7722,7.22,7.17,4.43
0.41,Premium,G,SI1,61.3,58.0,923,4.8,4.76,2.93
0.7,Premium,F,VVS1,61.9,60.0,3587,5.68,5.63,3.5
1.01,Good,G,VS1,63.8,57.0,6882,6.38,6.35,4.06
0.7,Ideal,I,SI1,61.8,57.0,2436,5.67,5.72,3.52
0.56,Ideal,E,SI1,62.3,56.0,1698,5.3,5.26,3.29
0.7,Ideal,E,SI1,61.1,56.0,3330,5.75,5.78,3.52
0.5,Ideal,E,VS2,61.3,55.0,1695,5.13,5.15,3.15
0.7,Very Good,E,SI1,63.5,59.0,2838,5.53,5.49,3.5
1.51,Ideal,G,VS1,61.1,57.0,14542,7.38,7.41,4.52
0.3,Good,E,VS2,64.2,57.0,619,4.24,4.13,2.69
0.34,Ideal,D,VS2,62.0,55.0,1033,4.49,4.45,2.77
0.4,Very Good,G,SI1,61.1,61.0,702,4.7,4.76,2.89
0.46,Ideal,E,SI2,61.3,55.0,935,4.98,5.0,3.06
0.45,Ideal,J,VVS1,61.9,56.0,978,4.93,4.95,3.06
0.54,Ideal,E,VS2,61.0,56.0,1754,5.25,5.28,3.21
0.33,Ideal,E,VS2,61.5,55.0,738,4.47,4.5,2.76
1.16,Premium,H,SI1,62.8,57.0,5702,6.73,6.67,4.21
2.0,Premium,J,VS1,62.0,62.0,11793,8.02,7.91,4.94
0.31,Very Good,G,SI2,61.7,55.0,433,4.37,4.4,2.71
0.36,Very Good,I,VVS2,59.7,55.0,571,4.65,4.69,2.79
1.5,Very Good,J,I1,63.3,58.0,5141,7.27,7.23,4.59
1.31,Ideal,G,VS1,61.5,57.0,10071,7.06,7.02,4.33
0.32,Good,D,SI1,63.6,56.0,589,4.34,4.37,2.77
2.01,Premium,I,VS2,61.1,60.0,17592,8.12,8.06,4.94
0.33,Ideal,G,VS1,62.3,54.0,666,4.45,4.48,2.78
0.32,Premium,H,VS1,62.4,58.0,720,4.4,4.35,2.73
1.36,Very Good,F,VS1,62.7,60.0,11946,7.05,7.02,4.41
0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25
0.4,Premium,G,VS2,62.8,61.0,1035,4.67,4.63,2.92
0.54,Very Good,D,SI1,62.1,56.0,1662,5.22,5.25,3.25
0.5,Premium,F,VS1,62.9,58.0,1666,5.09,5.05,3.19
0.4,Premium,F,VS2,62.1,58.0,1080,4.76,4.71,2.94
0.72,Ideal,E,SI1,62.0,57.0,2476,5.72,5.66,3.53
1.0,Ideal,F,SI1,62.7,57.0,5221,6.44,6.38,4.02
0.34,Premium,G,SI1,60.8,59.0,650,4.56,4.46,2.74
1.21,Premium,G,SI2,60.3,58.0,5430,6.9,6.96,4.18
0.7,Good,D,VS2,64.1,59.0,3033,5.56,5.49,3.54
0.31,Ideal,E,VS2,62.8,57.0,872,4.37,4.33,2.73
1.26,Ideal,F,VVS1,61.1,57.0,15247,6.96,6.98,4.26
0.31,Premium,D,SI1,60.6,59.0,684,4.39,4.35,2.65
0.3,Very Good,E,VS1,63.4,55.0,660,4.26,4.29,2.71
0.74,Ideal,E,SI1,61.7,56.0,2779,5.84,5.8,3.59
1.72,Very Good,E,SI1,62.2,58.0,15948,7.63,7.7,4.77
0.72,Ideal,E,SI2,61.8,55.0,2308,5.77,5.75,3.56
0.39,Ideal,H,VVS2,62.1,54.3,853,4.63,4.69,2.9
0.5,Very Good,G,VVS1,62.3,59.0,1966,5.01,5.04,3.13
2.21,Premium,F,SI2,59.6,60.0,16657,8.53,8.49,5.07
0.7,Premium,G,VS2,58.7,53.0,2586,5.86,5.83,3.43
0.9,Very Good,F,VS2,62.3,59.0,4846,6.1,6.16,3.82
0.76,Very Good,F,VS2,62.5,58.0,3238,5.79,5.83,3.63
0.56,Ideal,I,SI1,61.3,56.0,1343,5.28,5.31,3.25
0.34,Premium,F,VS1,60.0,59.0,725,4.59,4.55,2.74
1.75,Premium,D,SI2,60.6,60.0,13485,7.78,7.74,4.7
0.41,Ideal,F,VVS1,61.7,57.0,1295,4.77,4.8,2.95
0.55,Ideal,E,VS1,62.2,55.0,2079,5.26,5.22,3.26
0.31,Premium,F,VS2,62.9,59.0,802,4.32,4.27,2.7
0.93,Very Good,H,VS2,62.8,59.0,4351,6.13,6.16,3.86
0.57,Very Good,H,VS2,61.7,54.8,1605,5.34,5.37,3.3
1.07,Premium,D,SI1,61.8,61.0,5872,6.57,6.54,4.05
1.13,Fair,H,SI1,65.3,59.0,5771,6.52,6.44,4.23
1.21,Ideal,H,SI2,62.0,54.5,5814,6.81,6.87,4.25
0.41,Very Good,F,VS2,62.4,56.0,863,4.75,4.77,2.97
1.23,Ideal,E,VVS2,59.9,57.0,13034,6.95,7.03,4.19
1.01,Very Good,G,IF,62.8,57.0,8621,6.39,6.42,4.02
0.82,Premium,H,SI2,60.4,58.0,2629,6.11,6.07,3.68
0.31,Very Good,G,VVS2,62.7,55.0,627,4.32,4.35,2.72
1.34,Ideal,G,VVS2,62.0,55.0,11955,7.02,7.08,4.37
2.0,Very Good,F,SI1,63.6,58.0,16580,7.91,7.98,5.05
1.0,Premium,H,SI1,62.2,60.0,4469,6.45,6.34,3.98
0.34,Premium,I,VS2,62.1,57.0,612,4.48,4.44,2.77
0.43,Premium,D,SI1,61.1,59.0,1064,4.89,4.83,2.97
1.01,Good,E,VVS1,63.1,59.0,10567,6.31,6.34,3.99
0.71,Ideal,D,SI2,61.3,57.0,2610,5.71,5.78,3.52
0.59,Ideal,G,SI1,61.3,56.0,1891,5.41,5.43,3.32
0.25,Premium,E,VS2,59.7,61.0,525,4.1,4.08,2.44
1.12,Premium,F,VS1,61.2,58.0,7903,6.72,6.68,4.1
1.55,Premium,H,VS1,60.8,60.0,8593,7.54,7.5,4.57
1.5,Good,F,SI2,64.1,55.0,7291,7.15,7.11,4.57
1.5,Very Good,H,SI1,62.9,56.0,8058,7.24,7.33,4.58
0.33,Ideal,F,VVS1,62.4,55.0,955,4.44,4.47,2.78
0.5,Ideal,D,SI1,62.0,54.0,1404,5.09,5.13,3.17
1.01,Premium,H,SI1,60.7,58.0,4771,6.49,6.45,3.93
0.75,Ideal,I,VS1,61.9,54.1,2564,5.82,5.85,3.61
1.02,Very Good,D,SI1,62.8,58.0,5733,6.37,6.41,4.01
0.66,Very Good,E,VVS1,61.8,55.0,3309,5.6,5.66,3.48
0.78,Very Good,E,VS1,60.0,56.0,3601,6.0,6.03,3.61
1.01,Ideal,G,SI2,59.6,57.0,4327,6.59,6.54,3.91
1.21,Ideal,H,VVS2,61.1,56.0,9290,6.85,6.89,4.2
0.42,Ideal,G,SI1,63.0,55.0,882,4.81,4.77,3.02
1.09,Ideal,J,SI1,61.4,55.0,4565,6.61,6.67,4.08
0.31,Good,I,SI1,64.3,55.0,488,4.29,4.27,2.75
1.0,Premium,D,VS1,62.7,54.0,7812,6.38,6.35,3.99
2.01,Very Good,J,VS2,62.1,60.0,12683,7.88,8.0,4.93
0.36,Very Good,E,VS2,60.3,62.0,789,4.56,4.59,2.76
0.42,Premium,D,VVS2,59.6,59.0,1210,4.96,4.9,2.94
0.41,Very Good,G,VS1,60.0,61.0,899,4.77,4.86,2.89
2.0,Ideal,H,SI1,63.9,54.0,18440,7.92,8.0,5.1
1.36,Very Good,G,VVS2,60.8,60.0,11774,7.12,7.16,4.34
0.3,Ideal,E,VVS1,62.5,54.0,763,4.29,4.32,2.69
0.91,Very Good,D,SI1,62.3,60.0,4746,6.15,6.21,3.85
0.7,Very Good,F,VVS2,63.2,58.0,2932,5.66,5.6,3.56
0.42,Ideal,D,VS2,62.7,55.0,938,4.79,4.81,3.01
0.34,Ideal,E,VS2,61.8,57.0,696,4.48,4.52,2.78
0.53,Ideal,F,SI1,61.9,55.0,1360,5.19,5.21,3.22
1.07,Very Good,D,VS1,59.9,55.0,9681,6.69,6.71,4.01
0.23,Very Good,E,VVS2,62.4,59.0,530,3.91,3.94,2.45
0.51,Ideal,G,VS2,61.7,57.0,1438,5.12,5.15,3.17
0.3,Premium,F,VS2,62.2,58.0,605,4.28,4.31,2.67
0.51,Ideal,E,SI1,61.5,57.0,1682,5.11,5.16,3.16
0.94,Premium,F,SI2,62.4,58.0,3456,6.23,6.17,3.87
0.7,Very Good,I,VVS2,63.4,59.0,2415,5.6,5.57,3.54
2.15,Premium,G,SI2,58.9,58.0,15751,8.46,8.41,4.97
0.7,Ideal,E,VS2,62.2,55.0,2981,5.67,5.71,3.54
1.59,Ideal,H,VS1,60.7,56.0,13839,7.54,7.58,4.59
0.34,Ideal,E,VVS1,62.2,56.0,1014,4.45,4.49,2.78
0.23,Ideal,G,IF,62.8,55.0,536,3.93,3.96,2.48
0.38,Good,H,SI2,63.4,57.0,547,4.58,4.63,2.92
1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43
0.3,Good,D,SI1,63.4,56.0,552,4.26,4.29,2.71
0.5,Very Good,G,SI1,64.1,57.0,1187,5.04,5.07,3.24
0.42,Ideal,J,VS1,62.3,53.0,636,4.83,4.86,3.02
1.5,Ideal,G,VS1,62.3,57.0,14067,7.25,7.32,4.54
1.21,Premium,I,SI1,61.0,56.0,4404,6.91,6.87,4.2
0.7,Premium,H,VS2,60.7,59.0,2394,5.66,5.68,3.44
0.3,Ideal,F,VVS2,61.6,53.0,694,4.35,4.39,2.69
1.31,Premium,H,VS2,59.8,58.0,7732,7.19,7.09,4.27
0.3,Ideal,H,VS1,61.6,55.0,526,4.27,4.3,2.64
0.7,Very Good,D,SI1,62.5,63.0,2374,5.7,5.63,3.54
0.4,Ideal,E,SI1,63.0,57.0,882,4.68,4.65,2.94
0.32,Premium,E,IF,61.6,58.0,1170,4.39,4.38,2.7
0.27,Ideal,F,VVS2,61.2,58.0,667,4.15,4.19,2.55
0.55,Ideal,F,SI1,62.4,55.0,1410,5.23,5.28,3.28
0.41,Ideal,D,SI2,62.6,55.0,683,4.76,4.8,2.99
1.23,Ideal,F,VS2,61.7,57.0,9547,6.94,6.9,4.27
0.31,Ideal,D,VVS2,61.1,56.0,1034,4.38,4.39,2.68
0.76,Premium,J,VS2,59.9,59.0,2052,5.94,5.92,3.55
1.07,Premium,G,VS2,62.5,57.0,6644,6.58,6.5,4.09
0.5,Very Good,G,VS1,62.7,59.0,1637,5.04,5.07,3.17
1.6,Ideal,G,VVS1,60.8,56.0,16339,7.58,7.54,4.6
0.3,Very Good,D,SI1,62.5,59.0,552,4.26,4.28,2.67
0.44,Premium,E,VVS2,60.0,59.0,1334,4.99,4.95,2.98
1.02,Very Good,H,VS2,63.3,55.0,4604,6.4,6.33,4.03
0.4,Ideal,J,VVS2,61.9,55.0,662,4.74,4.79,2.95
0.3,Ideal,I,VVS2,62.5,53.6,532,4.29,4.33,2.69
0.51,Good,F,VVS2,62.4,63.0,2195,5.05,5.08,3.16
0.5,Fair,E,VS2,79.0,73.0,2579,5.21,5.18,4.09
0.33,Premium,G,SI2,62.6,58.0,557,4.42,4.4,2.76
0.37,Premium,D,SI1,62.3,56.0,874,4.64,4.61,2.88
0.23,Very Good,D,VS2,60.2,57.0,577,4.02,4.07,2.43
1.51,Premium,J,SI1,60.4,62.0,6680,7.42,7.32,4.45
0.35,Premium,E,VS2,61.6,58.0,984,4.57,4.52,2.8
1.15,Ideal,F,SI2,60.6,58.0,5635,6.75,6.79,4.1
1.12,Premium,H,VS1,61.6,58.0,6115,6.64,4.11,3.7
1.51,Premium,J,SI1,58.4,60.0,7314,7.58,7.53,4.41
0.53,Ideal,E,VVS2,62.0,58.0,2230,5.16,5.2,3.21
1.22,Good,I,VS2,57.2,60.0,5431,7.07,7.01,4.03
1.01,Premium,G,VS2,61.6,58.0,6027,6.45,6.4,3.96
0.3,Very Good,G,VS2,63.0,55.0,526,4.29,4.31,2.71
0.3,Very Good,D,SI2,61.8,58.0,447,4.29,4.32,2.66
0.51,Ideal,F,VS2,62.9,55.0,1687,5.12,5.08,3.21
1.5,Premium,E,VS1,60.3,60.0,16409,7.34,7.43,4.45
0.32,Ideal,F,VS2,62.4,57.0,645,4.34,4.38,2.72
0.53,Ideal,D,VS2,60.8,56.0,2067,5.24,5.27,3.2
0.7,Good,D,SI1,58.8,64.0,2468,5.74,5.79,3.39
1.2,Very Good,G,VS1,61.0,59.0,8577,6.81,6.86,4.17
1.71,Very Good,H,VS2,62.6,59.0,13445,7.54,7.58,4.73
0.9,Good,G,SI1,57.7,62.0,3226,6.29,6.23,3.61
0.57,Ideal,G,VVS2,61.7,56.0,2206,5.33,5.3,3.28
0.91,Very Good,F,SI1,63.1,60.0,3007,6.13,6.1,3.86
0.54,Ideal,G,VVS2,62.1,56.0,2090,5.22,5.19,3.23
1.3,Premium,H,SI2,61.3,58.0,5096,6.99,6.95,4.27
1.51,Ideal,H,SI1,61.9,57.0,8287,7.37,7.32,4.55
1.5,Premium,J,VS1,62.8,59.0,9240,7.29,7.19,4.55
2.02,Premium,F,SI2,61.5,60.0,14790,8.15,8.05,4.98
1.15,Premium,G,SI2,62.7,58.0,4270,6.71,6.69,4.2
0.32,Ideal,F,VS2,62.8,53.0,828,4.38,4.34,2.74
1.1,Good,D,SI2,57.0,62.0,4361,6.91,6.84,3.92
1.21,Premium,J,VVS1,61.3,59.0,6001,6.86,6.81,4.19
0.38,Very Good,I,SI2,62.7,58.0,500,4.57,4.61,2.88
0.7,Good,E,SI1,63.2,57.0,2496,5.61,5.63,3.55
1.32,Good,J,VS1,62.6,62.0,6147,6.92,7.01,4.36
0.75,Very Good,E,SI1,61.1,59.0,3005,5.85,5.9,3.59
0.26,Very Good,H,VS1,62.9,54.0,430,4.06,4.08,2.56
0.32,Premium,G,VS1,62.8,59.0,828,4.37,4.33,2.73
0.91,Premium,H,VS2,60.6,58.0,4293,6.3,6.25,3.8
0.33,Premium,E,VVS2,60.3,58.0,1114,4.49,4.47,2.7
1.37,Ideal,G,IF,62.3,54.0,13439,7.11,7.15,4.43
1.13,Ideal,F,SI1,59.7,57.0,5342,6.82,6.79,4.06
0.3,Ideal,G,VS1,60.6,57.0,624,4.38,4.4,2.66
0.23,Very Good,E,VVS2,63.3,56.0,680,3.92,3.88,2.47
0.31,Very Good,H,VVS1,63.0,58.0,707,4.33,4.37,2.74
0.35,Fair,E,VVS2,66.2,58.0,738,4.41,4.35,2.9
0.4,Ideal,G,VS2,61.2,57.0,1035,4.78,4.73,2.91
0.3,Premium,G,VVS2,60.4,60.0,819,4.34,4.3,2.61
0.52,Premium,D,VS2,61.8,58.0,1868,5.2,5.15,3.2
1.0,Good,H,SI2,62.7,58.0,4125,6.31,6.33,3.96
1.54,Ideal,G,VS2,61.5,57.0,11487,7.44,7.41,4.57
0.38,Very Good,G,VS2,62.5,56.0,775,4.59,4.63,2.88
0.9,Premium,G,VS2,62.0,60.0,4137,6.19,6.14,3.82
0.72,Ideal,G,VVS1,61.7,54.8,3548,5.73,5.77,3.55
0.37,Premium,G,SI1,60.0,57.0,708,4.7,4.67,2.81
0.51,Ideal,D,VS2,62.4,55.0,1678,5.12,5.14,3.2
0.42,Ideal,H,VVS1,62.4,55.0,1068,4.79,4.8,2.99
0.26,Ideal,E,VVS1,61.7,57.0,599,4.07,4.1,2.52
1.08,Ideal,H,SI1,59.7,60.0,5154,6.71,6.69,4.0
1.05,Ideal,H,SI2,61.9,56.0,4504,6.49,6.56,4.04
0.32,Ideal,H,VVS2,62.0,55.0,645,4.39,4.42,2.73
0.3,Premium,D,VS1,61.2,59.0,914,4.34,4.29,2.64
1.04,Ideal,G,VS2,62.5,57.0,6589,6.46,6.49,4.05
0.7,Premium,F,VS2,61.8,60.0,2818,5.69,5.64,3.5
0.9,Good,D,SI2,59.5,62.0,3798,6.2,6.23,3.7
2.01,Premium,I,VS2,61.0,61.0,16778,8.15,7.99,4.92
0.9,Good,F,SI2,65.9,60.0,3465,5.98,6.01,3.95
1.2,Very Good,F,SI1,63.1,58.0,5638,6.75,6.68,4.24
0.72,Very Good,I,VS1,63.8,59.0,2441,5.63,5.71,3.62
0.23,Good,E,VS1,64.1,59.0,402,3.83,3.85,2.46
0.51,Ideal,E,SI1,61.4,56.0,1732,5.14,5.16,3.16
1.01,Very Good,H,SI1,61.8,61.0,4432,6.4,6.47,3.98
1.24,Premium,I,VS2,60.2,58.0,6257,6.98,6.93,4.19
1.33,Ideal,H,SI2,62.3,55.0,6791,7.01,7.08,4.39
1.29,Premium,F,VS1,59.3,60.0,10437,7.14,7.1,4.22
0.53,Ideal,F,SI2,62.2,53.0,1078,5.19,5.22,3.24
0.41,Very Good,F,VS2,61.1,56.0,863,4.79,4.84,2.94
0.5,Very Good,H,SI1,60.0,55.0,1148,5.2,5.23,3.13
0.4,Very Good,D,SI1,63.1,57.0,924,4.73,4.69,2.97
2.01,Ideal,J,SI1,62.8,58.0,9725,8.02,7.97,5.02
0.33,Premium,E,VVS1,60.1,58.0,984,4.47,4.51,2.7
0.83,Ideal,F,SI1,60.7,57.0,3290,6.02,6.1,3.68
1.2,Fair,I,I1,66.7,57.0,2376,6.57,6.05,4.37
1.01,Premium,D,VS2,60.0,59.0,7508,6.53,6.48,3.9
1.51,Very Good,G,SI1,62.9,57.0,11153,7.27,7.3,4.58
1.01,Premium,H,SI1,62.9,58.0,3224,6.38,6.34,4.0
1.0,Good,F,SI2,61.8,58.0,4053,6.43,6.48,3.99
0.64,Good,F,VS1,57.7,61.0,2222,5.68,5.75,3.29
0.34,Ideal,D,SI1,62.8,55.0,803,4.5,4.45,2.81
0.51,Ideal,G,VVS2,61.8,56.0,1974,5.16,5.1,3.17
2.53,Premium,H,SI2,59.6,59.0,17591,8.9,8.82,5.29
0.32,Ideal,D,SI1,61.5,56.0,589,4.39,4.42,2.71
0.41,Very Good,G,VVS1,60.0,59.0,1151,4.83,4.84,2.9
0.73,Premium,F,SI2,62.0,57.0,2329,5.79,5.76,3.58
0.7,Very Good,H,VS2,63.4,60.0,2415,5.61,5.59,3.55
0.33,Premium,F,VS2,60.8,58.0,666,4.44,4.47,2.71
1.05,Ideal,D,SI1,61.7,56.0,5914,6.53,6.59,4.05
0.31,Ideal,G,SI1,62.2,55.0,593,4.38,4.36,2.72
0.61,Ideal,F,VS1,61.8,57.0,2283,5.43,5.47,3.37
2.0,Premium,H,SI1,62.6,56.0,17760,8.01,7.96,5.0
0.55,Ideal,G,VS2,61.2,56.8,1604,5.28,5.31,3.24
1.04,Ideal,F,SI2,62.4,56.0,4486,6.4,6.48,4.02
0.7,Ideal,G,VS2,62.1,55.0,2371,5.63,5.61,3.49
1.01,Very Good,E,VS2,59.5,60.0,7290,6.5,6.54,3.88
1.03,Premium,H,VS2,61.0,58.0,5579,6.53,6.46,3.96
1.12,Premium,H,I1,59.1,61.0,2854,6.78,6.75,4.0
0.5,Good,F,VS2,62.9,54.9,1615,5.08,5.12,3.21
0.51,Ideal,H,VS2,60.1,60.0,1428,5.19,5.14,3.1
0.41,Premium,G,SI1,62.7,58.0,923,4.74,4.7,2.96
0.5,Premium,E,VS2,62.3,60.0,1746,5.09,5.05,3.16
0.36,Ideal,F,VS2,60.9,57.0,726,4.58,4.61,2.8
0.32,Very Good,J,VS2,62.9,56.0,393,4.37,4.4,2.76
0.32,Ideal,D,SI1,61.3,57.0,589,4.37,4.41,2.69
1.0,Very Good,D,VS2,61.2,61.0,6190,6.35,6.39,3.9
1.5,Fair,E,SI2,65.8,57.0,7459,7.17,7.11,4.7
1.61,Very Good,I,SI2,60.9,63.0,7636,7.5,7.54,4.58
0.53,Ideal,G,VS2,62.5,56.0,1607,5.2,5.17,3.24
0.33,Ideal,G,SI1,61.6,56.0,506,4.43,4.47,2.74
0.54,Ideal,D,VS2,61.1,56.0,1993,5.29,5.25,3.22
0.31,Premium,E,SI1,63.0,58.0,651,4.31,4.29,2.71
0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
0.71,Very Good,H,VS2,59.2,63.0,2450,5.85,5.81,3.45
0.32,Ideal,E,VVS2,60.9,55.0,837,4.41,4.43,2.69
1.3,Premium,I,VS2,60.1,58.0,6442,7.1,7.14,4.28
0.45,Ideal,G,VS1,62.8,58.0,1055,4.83,4.88,3.05
0.48,Good,G,VS1,58.2,59.2,1228,5.09,5.14,2.98
0.43,Good,F,SI1,63.8,57.0,948,4.82,4.8,3.07
2.25,Ideal,E,I1,61.4,54.0,9072,8.52,8.46,5.21
1.08,Ideal,G,IF,62.3,56.0,9831,6.55,6.59,4.09
1.0,Fair,E,VS2,57.4,58.0,6268,6.57,6.64,3.79
1.38,Very Good,F,VS1,61.4,61.0,11286,7.1,7.14,4.37
0.32,Premium,H,VVS2,60.2,60.0,828,4.48,4.45,2.69
0.39,Very Good,E,VVS2,62.2,55.0,962,4.66,4.7,2.91
1.06,Good,F,SI2,62.2,61.0,4357,6.47,6.53,4.04
2.0,Good,J,SI1,64.2,61.0,11988,7.72,7.69,4.95
0.7,Good,E,SI2,62.9,56.0,2028,5.63,5.66,3.55
0.36,Ideal,G,VS2,62.3,54.0,579,4.59,4.62,2.87
0.91,Premium,E,SI1,62.2,58.0,3665,6.29,6.18,3.86
0.46,Premium,F,VS1,63.0,57.0,1139,4.93,4.79,3.06
1.21,Premium,F,SI2,61.5,57.0,4740,6.93,6.88,4.25
0.43,Very Good,D,VS2,59.1,58.0,931,4.92,4.96,2.92
0.3,Ideal,D,VS2,61.6,57.0,911,4.33,4.3,2.66
0.39,Ideal,I,IF,60.8,56.0,865,4.73,4.75,2.88
0.54,Premium,E,SI1,61.4,60.0,1422,5.21,5.25,3.21
0.7,Ideal,I,SI2,62.1,57.0,2079,5.66,5.71,3.53
1.11,Ideal,H,SI2,61.5,55.0,4883,6.65,6.69,4.1
2.2,Premium,J,VS1,61.7,59.0,15201,8.34,8.3,5.13
1.08,Premium,J,SI1,61.0,60.0,4173,6.62,6.57,4.02
1.06,Premium,E,SI1,59.2,60.0,4078,6.64,6.6,3.92
1.01,Good,G,VS1,62.7,57.0,6066,6.33,6.42,4.0
