GP,MIN,PTS,FGM,FGA,FG%,3P Made,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,TARGET_5Yrs
48,5.7,1.1,0.4,1.8,23.8,0.0,0.1,16.7,0.3,0.4,76.5,0.2,0.4,0.6,1.3,0.3,0.0,0.5,0.0
21,4.9,0.7,0.3,0.9,33.3,0.0,0.0,0.0,0.1,0.3,50.0,0.2,0.9,1.1,0.1,0.1,0.3,0.1,0.0
36,4.3,2.0,0.6,1.9,33.8,0.1,0.2,28.6,0.7,0.8,80.0,0.2,0.4,0.6,0.3,0.1,0.0,0.6,0.0
21,4.1,2.2,0.9,2.3,37.5,0.0,0.2,25.0,0.4,0.6,69.2,0.6,0.5,1.1,0.0,0.1,0.4,0.3,0.0
79,34.4,22.0,8.2,17.5,46.8,0.4,1.1,36.7,5.2,6.4,81.0,2.0,3.9,5.9,4.2,1.0,0.2,3.4,1.0
81,33.8,18.6,7.9,15.9,49.8,0.0,0.3,19.0,2.8,3.6,77.5,1.9,3.3,5.1,4.6,1.9,0.8,3.2,1.0
80,31.1,13.8,4.9,11.7,41.9,0.9,2.8,32.7,3.1,4.0,78.0,0.5,3.6,4.1,4.1,1.6,0.5,3.2,0.0
79,32.6,15.1,5.6,12.3,45.5,0.9,2.1,42.8,3.1,3.7,83.1,0.6,2.2,2.8,3.0,1.5,0.5,2.0,1.0
79,29.7,13.8,5.9,14.0,42.5,0.1,0.5,27.0,1.8,2.4,74.6,1.1,2.2,3.3,4.4,1.8,0.3,3.1,1.0
82,29.7,11.9,4.1,8.4,48.6,0.0,0.1,0.0,3.7,5.0,74.9,2.9,3.7,6.7,1.8,1.5,0.6,2.5,1.0
75,29.6,16.9,7.0,16.9,41.4,0.8,2.5,31.4,2.1,2.6,79.5,1.0,1.5,2.5,2.3,0.9,0.3,1.5,1.0
82,28.1,8.6,3.6,8.4,43.3,0.0,0.2,0.0,1.3,1.6,82.6,1.5,3.1,4.6,5.8,0.9,0.3,2.3,1.0
76,27.6,14.1,5.4,11.9,45.7,0.8,2.3,36.6,2.4,3.3,71.7,2.5,2.8,5.2,1.6,1.3,0.8,2.5,1.0
71,27.1,11.9,5.1,11.7,43.5,0.1,0.3,22.7,1.7,2.3,73.5,1.1,2.2,3.4,7.1,2.0,0.1,3.6,1.0
79,26.1,11.7,4.5,10.5,43.2,0.4,1.6,24.8,2.3,3.1,74.5,0.6,1.9,2.6,3.8,1.1,0.1,2.3,1.0
82,26.7,8.8,3.1,8.3,37.6,1.2,3.6,32.0,1.4,1.7,80.4,0.6,2.2,2.9,1.0,0.6,0.2,1.2,0.0
54,25.1,8.6,3.4,8.0,41.9,0.5,1.5,32.9,1.4,2.4,61.4,1.1,2.7,3.9,2.4,1.2,0.3,0.9,1.0
55,22.2,8.0,3.0,7.2,42.0,0.0,0.1,25.0,1.9,2.8,67.3,2.1,3.1,5.2,2.1,0.7,0.5,1.9,0.0
64,22.0,11.0,4.0,8.9,45.0,1.0,2.5,40.6,2.0,2.6,78.9,0.9,2.2,3.1,1.3,0.6,0.3,1.3,0.0
71,21.1,6.4,2.5,5.1,49.0,0.0,0.2,0.0,1.4,1.8,80.3,0.5,1.7,2.2,3.4,1.1,0.1,1.6,0.0
36,20.3,5.7,2.0,4.9,41.7,0.0,0.2,14.3,1.6,2.3,69.5,1.2,1.3,2.5,4.3,1.2,0.1,2.3,0.0
65,18.5,7.4,2.9,5.8,50.1,0.0,0.1,0.0,1.5,2.7,57.1,1.8,2.7,4.5,1.0,1.0,0.3,1.2,0.0
80,19.5,7.1,3.0,6.3,47.5,0.1,0.3,30.0,1.1,1.3,85.0,0.6,1.5,2.1,2.6,0.8,0.2,1.0,1.0
32,19.3,6.8,3.1,6.6,46.7,0.1,0.5,20.0,0.6,0.8,69.2,0.3,1.2,1.5,3.7,0.8,0.1,1.7,0.0
81,19.0,9.3,3.4,7.8,43.7,0.1,0.3,20.8,2.4,3.0,78.3,1.4,1.8,3.2,1.0,0.6,0.1,1.7,0.0
80,18.2,11.5,4.0,9.2,43.4,0.1,0.5,22.5,3.4,4.3,78.6,1.3,1.0,2.3,1.5,0.5,0.1,1.6,1.0
71,16.8,5.6,2.5,5.5,46.4,0.0,0.0,0.0,0.5,0.8,59.6,1.1,1.2,2.3,1.1,0.5,0.4,0.4,1.0
81,16.8,8.9,3.3,7.0,46.7,0.2,0.7,32.2,2.1,2.9,74.5,0.6,1.3,2.0,3.9,1.2,0.0,1.8,1.0
82,16.7,5.2,1.9,4.5,42.0,0.7,1.9,35.9,0.7,0.8,88.4,0.2,0.9,1.1,3.7,0.8,0.0,0.8,1.0
24,14.7,5.1,1.8,4.0,44.3,0.0,0.0,0.0,1.5,2.7,57.8,0.8,1.3,2.1,0.9,0.7,0.1,1.4,0.0
65,14.5,5.5,1.9,3.8,48.8,0.0,0.0,0.0,1.8,2.6,68.9,1.5,2.1,3.6,0.3,0.2,0.2,0.7,0.0
56,14.3,5.0,2.1,4.4,48.6,0.0,0.0,0.0,0.7,1.2,58.0,1.2,2.0,3.2,0.6,0.4,0.1,0.7,1.0
36,7.0,1.6,0.7,1.6,43.1,0.0,0.0,0.0,0.3,0.4,69.2,0.7,1.2,1.9,0.2,0.1,0.1,0.3,1.0
51,13.4,4.8,1.8,4.1,44.5,0.0,0.0,0.0,1.1,1.6,72.5,0.6,1.6,2.2,0.8,0.4,0.3,0.9,0.0
75,10.4,4.3,1.6,2.9,54.5,0.0,0.0,0.0,1.1,1.5,69.9,0.6,2.0,2.7,0.2,0.1,0.3,0.9,1.0
54,10.2,4.8,2.0,4.7,42.6,0.0,0.1,0.0,0.8,2.1,38.4,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1.0
62,9.9,4.1,1.7,3.2,53.7,0.0,0.1,25.0,0.6,1.0,61.5,1.0,1.1,2.1,0.3,0.3,0.5,0.6,1.0
82,9.5,1.7,0.5,1.6,30.1,0.0,0.2,7.1,0.7,0.9,78.1,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.0
53,9.4,2.2,0.8,2.3,36.6,0.2,0.6,29.4,0.3,0.4,60.9,0.1,0.4,0.5,2.2,0.5,0.1,1.0,0.0
47,9.4,2.9,1.0,2.6,40.2,0.0,0.1,16.7,0.7,0.9,83.3,0.3,0.6,0.9,2.3,0.5,0.2,1.3,0.0
36,8.8,4.1,1.4,3.5,40.8,0.3,0.7,38.5,0.9,1.4,65.4,0.4,0.7,1.1,0.8,0.6,0.1,1.1,1.0
62,8.5,2.6,1.0,1.9,51.3,0.0,0.0,0.0,0.6,1.0,65.0,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.0
37,8.3,3.5,1.4,2.8,49.0,0.0,0.0,0.0,0.8,1.2,67.4,0.5,0.7,1.3,0.5,0.5,0.2,0.5,0.0
60,8.1,3.1,1.4,2.8,49.4,0.0,0.0,0.0,0.4,0.7,50.0,0.8,1.7,2.6,0.4,0.3,0.3,0.5,1.0
51,8.0,2.2,0.9,2.2,40.4,0.1,0.5,25.0,0.3,0.3,81.3,0.3,0.7,0.9,1.5,0.5,0.1,0.7,1.0
42,7.9,4.0,1.8,4.1,43.0,0.0,0.2,10.0,0.5,0.7,69.0,0.5,0.8,1.3,0.5,0.3,0.1,0.5,1.0
33,7.8,3.8,1.5,3.1,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,1.0
33,7.8,3.8,1.5,3.1,48.0,0.0,0.3,10.0,0.8,1.0,82.4,0.5,0.6,1.1,0.4,0.4,0.1,0.4,0.0
57,10.0,3.3,1.0,2.6,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.8,0.7,0.4,1.2,1.0
57,10.0,3.3,1.0,2.6,36.9,0.1,0.2,30.8,1.3,2.0,63.8,1.0,1.2,2.2,0.8,0.7,0.4,1.2,0.0
24,17.4,5.3,2.1,5.1,41.8,0.4,1.7,24.4,0.6,1.0,60.0,0.3,1.6,1.8,0.8,1.0,0.4,1.1,0.0
77,22.6,6.0,2.2,4.8,46.0,0.9,2.2,40.1,0.7,0.9,71.2,0.9,2.3,3.2,0.9,0.7,0.2,0.8,0.0
72,7.3,2.5,0.8,2.0,41.5,0.0,0.1,0.0,0.8,1.1,73.8,0.7,0.6,1.3,0.6,0.3,0.0,0.5,0.0
49,7.3,2.6,1.0,2.6,36.4,0.0,0.2,22.2,0.6,1.0,66.0,0.2,0.4,0.6,1.4,0.3,0.1,0.9,1.0
46,6.8,3.3,1.4,2.7,50.4,0.0,0.1,40.0,0.5,0.7,70.6,0.6,0.6,1.1,0.4,0.3,0.1,0.7,0.0
43,6.8,1.6,0.7,1.9,34.9,0.0,0.2,11.1,0.2,0.4,56.3,0.3,0.3,0.6,1.7,0.5,0.1,0.4,1.0
35,6.0,1.9,0.7,2.1,31.9,0.1,0.3,20.0,0.5,0.6,77.3,0.3,0.3,0.7,1.1,0.3,0.1,0.8,0.0
51,5.7,2.2,0.7,1.5,47.4,0.0,0.0,0.0,0.7,0.9,78.3,0.4,1.0,1.4,0.2,0.2,0.0,0.5,1.0
41,5.6,2.4,0.9,2.0,42.2,0.0,0.0,0.0,0.7,1.1,68.2,0.5,0.5,1.0,0.2,0.2,0.1,0.3,1.0
82,39.6,13.6,5.3,12.4,43.2,0.4,1.5,25.4,2.5,3.2,77.4,1.5,3.4,4.8,10.6,2.5,0.1,3.1,1.0
61,35.6,13.8,5.4,11.4,47.7,0.2,0.6,30.8,2.7,3.3,81.9,0.7,1.6,2.3,7.1,1.5,0.1,3.0,1.0
58,22.6,7.2,2.9,6.7,43.7,0.3,1.1,29.0,1.0,1.6,65.6,0.6,2.0,2.6,3.2,0.6,0.3,1.0,0.0
55,32.9,14.8,6.2,13.1,47.5,0.0,0.0,0.0,2.4,3.5,67.9,2.4,5.5,7.9,1.3,1.1,0.5,2.2,1.0
67,31.7,12.4,5.1,11.6,43.9,0.2,0.6,33.3,2.1,2.3,87.9,1.0,2.4,3.4,6.4,1.7,0.1,2.5,1.0
42,27.1,7.6,3.2,8.0,40.7,0.1,0.4,20.0,1.1,1.3,83.3,1.2,3.2,4.5,2.3,0.9,0.4,1.8,1.0
35,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1.0
35,24.5,10.4,4.3,12.2,35.6,0.4,1.7,22.4,1.4,1.9,72.7,1.6,1.8,3.4,1.7,0.8,0.6,1.8,1.0
82,24.2,11.7,4.6,9.2,50.1,0.0,0.1,20.0,2.4,4.0,60.4,2.0,4.3,6.3,1.0,0.7,1.5,1.7,1.0
80,24.0,9.2,3.4,7.5,46.1,0.1,0.3,20.8,2.2,2.6,83.9,0.5,1.9,2.4,5.5,1.3,0.3,1.8,1.0
81,22.6,7.7,3.1,6.3,50.1,0.0,0.0,0.0,1.4,2.2,62.6,1.9,3.6,5.5,1.1,0.6,0.7,1.1,1.0
82,22.4,10.0,3.7,7.6,48.8,0.7,2.1,35.5,1.8,2.3,80.1,1.2,1.2,2.3,1.6,0.7,0.2,1.2,1.0
61,22.4,9.6,3.6,9.0,40.4,0.2,0.7,26.7,2.1,2.9,74.0,1.0,1.3,2.3,1.9,0.9,0.4,1.9,1.0
66,21.7,8.6,3.7,7.6,48.2,0.0,0.2,0.0,1.3,2.6,51.2,1.5,2.5,4.0,1.2,0.7,0.5,1.6,1.0
59,22.2,8.0,2.7,6.3,42.3,0.8,2.4,33.8,1.9,2.3,81.5,0.7,3.0,3.7,1.6,0.5,0.8,0.8,0.0
79,20.9,7.9,3.3,7.1,46.3,0.1,0.3,17.4,1.3,2.2,57.6,1.5,2.3,3.8,2.1,1.1,0.7,1.7,1.0
82,20.8,8.5,3.1,6.3,49.1,0.1,0.4,36.7,2.1,2.7,77.2,1.4,2.6,4.0,1.3,0.8,0.8,1.3,1.0
79,20.6,5.0,2.1,5.4,39.0,0.0,0.2,18.8,0.7,0.9,78.4,0.4,1.3,1.7,5.1,1.6,0.0,1.3,1.0
78,20.5,8.1,3.1,7.2,42.8,0.0,0.0,0.0,1.9,2.7,72.5,1.2,3.0,4.2,1.4,0.7,0.3,1.4,1.0
24,17.5,5.2,1.8,4.6,39.1,0.4,1.1,38.5,1.2,1.7,72.5,0.1,1.0,1.1,2.9,1.0,0.1,1.0,0.0
39,16.5,5.7,2.2,4.7,45.9,0.0,0.0,0.0,1.4,1.6,87.1,1.5,3.0,4.5,0.8,0.3,0.1,0.9,1.0
75,15.0,5.6,2.1,4.8,43.0,0.0,0.0,0.0,1.4,2.0,70.7,0.7,2.2,2.9,0.9,0.5,0.9,1.6,0.0
79,14.6,3.6,1.4,2.6,53.2,0.0,0.0,0.0,0.9,1.4,64.0,1.3,2.1,3.4,0.5,0.4,0.3,0.7,1.0
58,13.1,2.7,1.1,2.9,37.4,0.1,0.4,24.0,0.4,0.6,71.9,0.3,0.7,1.0,3.1,0.3,0.1,1.0,0.0
49,11.9,5.3,2.3,5.1,44.6,0.0,0.1,0.0,0.8,1.1,72.2,0.2,0.4,0.6,1.2,0.4,0.0,1.0,0.0
70,10.3,4.2,1.7,3.5,49.6,0.0,0.2,23.1,0.7,0.9,80.6,0.7,1.3,2.0,0.7,0.3,0.6,0.8,1.0
40,9.5,3.8,1.6,3.7,42.2,0.1,0.3,20.0,0.7,0.7,89.7,0.1,0.6,0.7,1.5,0.1,0.1,0.6,0.0
55,9.3,3.1,1.2,2.5,47.4,0.0,0.0,0.0,0.7,1.3,56.3,1.3,1.3,2.6,0.4,0.2,0.3,0.6,1.0
59,8.7,2.5,1.1,2.2,47.0,0.0,0.0,0.0,0.4,0.6,73.5,0.3,0.4,0.7,1.7,0.6,0.0,0.9,0.0
44,8.3,2.4,1.0,2.5,40.4,0.0,0.2,0.0,0.4,0.5,81.0,0.1,0.5,0.6,2.0,0.4,0.0,0.9,0.0
49,8.3,4.5,1.8,3.9,46.6,0.0,0.1,0.0,0.8,1.2,70.2,0.6,0.7,1.3,0.5,0.3,0.3,0.6,1.0
44,7.6,1.1,0.5,1.2,38.5,0.0,0.0,0.0,0.2,0.4,44.4,0.5,1.3,1.9,0.4,0.2,0.3,0.5,0.0
41,6.6,1.9,0.7,1.9,36.7,0.0,0.0,0.0,0.5,0.7,66.7,0.6,1.1,1.7,0.5,0.1,0.3,0.6,0.0
36,6.3,1.3,0.5,1.3,37.5,0.1,0.2,28.6,0.2,0.4,61.5,0.1,0.3,0.4,0.6,0.2,0.0,0.5,1.0
45,19.9,6.2,2.5,6.7,37.7,0.5,1.3,37.3,0.7,1.0,74.4,0.4,1.4,1.8,2.7,0.5,0.2,0.9,0.0
50,6.2,1.7,0.5,1.7,31.0,0.0,0.0,0.0,0.6,1.0,60.4,0.3,0.7,1.0,0.3,0.3,0.1,0.4,0.0
82,37.4,22.9,9.0,19.7,45.5,0.2,1.1,21.3,4.7,6.9,68.4,2.1,2.7,4.8,4.8,2.5,1.0,4.2,1.0
82,36.0,18.8,7.7,16.6,46.8,0.6,1.7,35.5,2.7,3.6,74.7,2.0,6.2,8.3,3.6,1.1,0.2,2.6,1.0
80,33.9,14.6,5.4,11.2,48.5,0.0,0.0,0.0,3.7,5.0,74.5,2.8,5.1,7.9,1.9,0.7,2.1,1.7,1.0
80,33.7,15.7,6.1,11.3,53.8,0.0,0.0,0.0,3.5,5.0,69.6,1.9,6.2,8.1,3.8,0.6,0.8,3.1,1.0
71,27.8,5.3,2.0,4.2,47.5,0.0,0.1,0.0,1.2,2.0,61.7,1.4,3.2,4.7,8.2,1.8,0.6,2.2,1.0
68,25.3,10.4,4.2,8.5,49.1,0.0,0.1,0.0,2.1,2.7,75.7,1.7,3.2,5.0,1.1,0.7,0.7,1.1,1.0
63,25.2,15.9,6.5,12.2,53.1,0.0,0.0,0.0,3.0,4.6,64.9,2.2,2.7,4.9,1.7,0.6,0.6,2.4,0.0
78,22.7,9.2,3.6,8.0,45.4,0.1,0.5,22.2,1.8,2.9,64.6,1.7,3.0,4.7,2.4,1.6,0.4,1.6,1.0
80,19.8,5.9,2.3,5.8,39.6,0.7,2.3,31.9,0.6,0.8,77.0,0.5,1.5,2.0,0.7,0.9,0.1,0.3,0.0
80,21.9,8.5,3.5,7.6,45.5,0.0,0.1,20.0,1.6,2.2,72.8,1.9,2.7,4.7,1.3,0.6,0.8,1.1,1.0
77,20.9,8.8,3.4,7.8,43.0,0.2,0.7,25.0,1.9,2.6,74.1,0.9,1.1,2.0,2.0,1.2,0.3,1.7,1.0
81,20.8,10.3,4.1,9.4,43.7,0.2,0.6,29.8,1.9,2.4,80.1,0.7,1.4,2.1,3.6,0.8,0.0,1.5,1.0
50,19.6,6.7,2.8,7.2,39.7,0.0,0.0,0.0,1.0,1.7,58.1,1.6,3.3,4.9,1.1,0.4,0.7,1.7,1.0
80,19.5,5.3,2.0,4.4,45.4,0.2,0.5,27.9,1.2,1.5,77.7,0.5,1.8,2.3,4.5,0.9,0.1,1.9,1.0
75,18.7,7.5,3.1,6.7,46.7,0.0,0.0,33.3,1.3,1.9,67.6,2.4,4.7,7.1,0.7,0.8,1.1,1.4,1.0
67,18.2,6.9,2.6,6.3,40.8,0.3,1.0,32.9,1.4,1.7,83.3,0.5,1.3,1.7,3.0,0.6,0.1,1.6,1.0
82,17.8,5.3,2.0,3.5,56.2,0.0,0.0,0.0,1.3,2.1,61.4,1.3,2.3,3.6,0.7,0.5,1.5,0.9,1.0
64,17.3,7.9,3.4,6.9,49.0,0.0,0.1,22.2,1.0,1.6,66.3,1.1,2.2,3.3,1.2,0.3,0.4,0.9,1.0
68,15.1,6.6,2.7,4.6,58.1,0.0,0.0,0.0,1.3,1.8,72.7,1.5,2.8,4.2,0.5,0.5,0.5,1.4,1.0
77,15.0,6.5,2.8,5.1,54.5,0.0,0.0,0.0,1.0,1.6,58.7,2.1,2.2,4.3,0.7,0.5,0.6,1.2,1.0
68,14.8,6.6,2.5,5.5,45.6,0.0,0.2,8.3,1.6,2.2,74.3,1.1,2.4,3.5,1.3,0.3,0.2,1.0,1.0
77,14.3,5.2,1.9,4.0,47.6,0.0,0.0,0.0,1.4,2.2,63.2,1.1,2.4,3.5,0.5,0.3,0.4,1.1,1.0
66,14.2,4.4,1.5,3.1,47.1,0.0,0.0,0.0,1.4,2.1,69.3,1.1,1.9,2.9,0.8,0.6,0.2,0.7,1.0
67,13.6,4.6,2.0,4.7,42.3,0.1,0.4,25.0,0.5,0.7,72.9,1.0,1.6,2.6,1.8,0.6,0.3,0.9,0.0
65,13.5,5.4,2.0,4.2,47.6,0.0,0.0,0.0,1.4,2.1,68.7,1.2,2.3,3.4,0.4,0.3,0.3,1.2,1.0
65,13.2,5.0,2.0,5.0,41.3,0.1,0.3,35.0,0.8,1.0,76.9,0.6,1.0,1.6,1.1,0.7,0.3,0.8,0.0
62,13.2,4.2,1.7,3.2,52.7,0.0,0.0,0.0,0.7,1.2,63.9,1.1,2.3,3.5,0.4,0.3,0.1,0.9,1.0
64,13.1,5.5,2.1,4.7,45.0,0.1,0.3,23.5,1.2,1.7,70.1,0.7,1.0,1.7,1.3,0.4,0.1,0.9,0.0
59,12.9,5.6,2.4,4.4,54.4,0.0,0.0,0.0,0.8,1.3,64.9,1.2,1.7,2.9,1.0,0.3,0.5,1.0,1.0
70,18.2,7.4,2.8,4.3,65.9,0.0,0.0,0.0,1.7,2.8,62.6,1.4,3.0,4.4,0.9,0.7,0.8,1.1,0.0
62,11.5,5.8,2.4,5.3,44.1,0.3,0.8,32.0,0.8,1.0,79.7,0.7,1.0,1.7,0.7,0.4,0.1,0.9,1.0
35,11.0,3.8,1.6,4.1,39.3,0.0,0.0,0.0,0.5,1.5,35.3,1.0,1.9,2.9,0.5,0.2,0.2,1.1,0.0
42,11.0,3.3,1.4,3.6,38.0,0.1,0.2,33.3,0.5,0.7,75.0,0.3,0.5,0.8,1.0,0.6,0.1,0.7,0.0
59,10.7,5.0,1.9,4.7,41.1,0.0,0.4,4.5,1.1,1.3,86.8,0.6,0.6,1.2,0.5,0.3,0.1,0.8,1.0
45,10.4,4.2,2.0,4.1,48.6,0.0,0.1,0.0,0.2,0.3,60.0,0.7,1.0,1.7,0.6,0.2,0.2,0.4,0.0
67,9.5,4.9,2.1,4.9,42.6,0.3,0.9,28.3,0.4,0.6,78.9,0.4,0.7,1.2,0.9,0.4,0.1,0.7,1.0
60,8.7,3.8,1.6,3.4,46.8,0.0,0.0,0.0,0.7,1.0,69.0,0.6,0.8,1.5,0.7,0.3,0.3,0.6,1.0
41,8.3,3.1,1.2,2.9,42.7,0.0,0.0,0.0,0.7,0.9,75.0,0.6,0.7,1.4,1.1,0.3,0.0,0.6,0.0
62,8.0,3.7,1.4,3.3,43.6,0.0,0.0,0.0,0.9,1.1,74.6,0.6,1.3,1.9,0.4,0.1,0.1,0.6,1.0
43,6.7,3.4,1.2,3.1,37.8,0.1,0.3,20.0,1.0,1.5,63.6,0.3,0.7,1.0,0.8,0.3,0.1,0.8,0.0
53,10.1,2.1,0.8,1.7,45.5,0.0,0.0,0.0,0.6,1.0,60.8,0.7,1.5,2.2,0.3,0.1,0.6,0.6,0.0
54,6.0,2.3,0.9,2.5,33.8,0.2,0.8,31.0,0.3,0.5,63.0,0.1,0.5,0.6,0.6,0.2,0.0,0.5,0.0
50,35.4,20.0,7.7,16.3,47.4,0.0,0.1,0.0,4.5,6.1,73.9,2.5,6.5,9.0,2.0,1.1,2.1,3.4,0.0
82,33.0,17.1,7.0,14.3,49.0,0.0,0.1,20.0,3.0,4.4,68.7,3.7,4.2,8.0,2.4,1.2,0.5,3.0,1.0
81,30.6,14.9,6.2,12.5,49.6,0.0,0.0,0.0,2.4,5.0,48.1,2.1,6.7,8.9,2.9,1.3,0.5,3.4,1.0
81,28.1,14.7,6.4,12.4,51.5,0.0,0.0,0.0,2.0,2.9,68.4,2.4,4.9,7.2,1.0,0.4,0.5,2.3,1.0
79,26.4,11.1,4.1,8.4,49.0,0.0,0.0,33.3,2.9,3.9,74.6,2.0,5.6,7.6,1.0,0.8,2.6,1.8,1.0
55,25.3,14.0,5.2,11.3,46.3,0.1,0.5,18.5,3.4,3.8,89.6,0.8,1.3,2.1,1.9,1.3,0.4,1.4,1.0
81,25.0,12.5,5.4,11.5,46.8,0.1,0.3,28.0,1.6,2.9,55.7,1.1,1.4,2.6,2.0,0.8,0.1,1.9,1.0
82,23.9,9.4,3.5,7.3,48.1,0.1,0.2,31.3,2.3,2.9,79.8,0.7,0.7,1.5,4.8,0.8,0.1,1.9,1.0
82,17.3,6.0,2.1,4.9,42.6,0.0,0.0,0.0,1.8,2.4,73.0,1.4,2.9,4.3,1.1,0.5,0.5,1.1,0.0
77,23.0,9.6,3.6,7.0,51.9,0.0,0.0,0.0,2.3,3.5,66.2,3.3,5.3,8.6,1.7,0.9,0.4,2.3,1.0
82,20.7,8.3,3.2,6.3,50.7,0.0,0.0,0.0,1.9,3.1,60.7,2.1,3.6,5.7,0.7,0.5,0.8,1.4,1.0
58,20.6,7.4,3.1,6.6,46.6,0.0,0.2,22.2,1.3,1.7,78.1,2.0,4.1,6.1,1.2,0.5,0.6,1.3,0.0
80,20.0,8.5,3.2,5.7,55.8,0.0,0.0,0.0,2.1,3.2,67.3,1.2,2.7,3.9,1.1,0.9,0.5,1.9,1.0
82,18.8,6.4,2.5,4.7,53.9,0.0,0.1,16.7,1.2,2.0,61.1,2.0,2.7,4.6,0.7,0.6,0.6,1.2,1.0
71,18.6,4.7,1.8,3.9,45.6,0.0,0.0,0.0,1.2,2.3,53.1,1.6,2.5,4.1,0.6,0.4,0.1,1.2,1.0
64,17.1,7.7,3.2,6.7,46.9,0.0,0.1,0.0,1.4,2.2,64.7,1.7,2.6,4.3,0.3,0.5,0.1,1.1,1.0
79,15.6,7.8,2.5,5.2,48.3,0.0,0.1,18.2,2.7,3.5,78.5,0.3,1.2,1.6,4.3,1.0,0.1,2.0,1.0
79,15.4,7.1,2.7,5.7,47.4,0.2,0.5,31.0,1.6,2.0,80.6,0.4,1.0,1.5,2.5,1.0,0.0,1.3,1.0
34,17.1,7.0,2.7,6.3,42.7,0.6,2.1,31.0,1.0,1.7,59.6,1.1,2.2,3.3,0.5,0.5,0.5,1.2,0.0
71,16.5,4.9,2.0,4.4,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,2.9,0.9,0.1,1.4,0.0
78,15.0,4.7,1.8,3.9,47.2,0.0,0.1,9.1,1.0,1.6,61.9,1.2,1.9,3.1,1.1,1.0,0.8,1.2,0.0
76,14.9,5.5,2.2,4.6,48.1,0.1,0.5,27.0,1.0,1.2,78.5,0.6,1.2,1.7,3.5,0.9,0.0,1.4,0.0
80,14.8,5.2,2.0,4.3,46.5,0.0,0.0,0.0,1.2,1.6,72.3,1.4,3.3,4.7,0.6,0.3,0.4,1.3,1.0
68,12.7,5.2,2.2,5.5,40.9,0.0,0.3,17.6,0.7,1.2,58.3,0.7,0.9,1.7,0.9,0.4,0.1,0.9,0.0
64,12.7,4.1,1.8,3.3,52.8,0.0,0.0,,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0.0
64,12.7,4.1,1.8,3.3,52.8,0.0,0.0,,0.6,1.3,43.5,1.4,2.4,3.8,0.3,0.2,0.3,0.9,0.0
53,10.8,2.8,1.3,2.1,60.4,0.0,0.0,,0.3,0.8,42.5,0.9,1.9,2.8,0.3,0.4,0.4,0.4,0.0
66,10.5,5.0,2.2,4.5,48.0,0.0,0.1,0.0,0.7,0.8,85.2,0.6,0.9,1.5,0.8,0.3,0.1,0.9,0.0
77,16.0,4.5,1.7,4.4,38.4,0.7,2.3,32.0,0.4,0.5,75.6,0.2,1.4,1.6,0.9,0.4,0.2,0.6,0.0
45,10.4,3.7,1.7,4.1,40.8,0.1,0.3,20.0,0.3,0.4,60.0,0.1,0.9,1.0,1.8,0.4,0.1,1.1,0.0
45,10.2,3.5,1.5,4.0,38.3,0.0,0.2,11.1,0.4,0.8,51.4,0.3,0.4,0.7,1.5,0.8,0.1,0.9,0.0
64,10.0,4.3,1.6,3.5,45.5,0.0,0.1,0.0,1.2,1.6,72.8,0.2,0.8,1.0,1.2,0.4,0.1,0.7,1.0
55,9.2,3.7,1.3,2.9,44.4,0.0,0.0,50.0,1.1,1.9,55.8,0.7,0.8,1.5,1.6,0.8,0.3,0.9,1.0
57,8.5,4.5,1.8,4.1,44.2,0.0,0.1,20.0,0.9,0.9,92.6,0.4,0.6,1.0,0.9,0.4,0.1,0.6,1.0
36,7.6,3.4,1.4,2.4,55.7,0.0,0.0,0.0,0.7,1.0,66.7,0.4,0.7,1.1,0.2,0.1,0.2,0.5,0.0
57,7.6,3.2,1.0,2.8,36.4,0.0,0.1,25.0,1.1,1.2,92.9,0.2,0.6,0.8,1.2,0.3,0.1,0.9,1.0
48,6.9,3.2,1.3,3.1,40.7,0.0,0.0,0.0,0.6,0.8,79.5,0.8,1.3,2.0,0.3,0.1,0.2,0.8,1.0
75,15.1,2.8,1.0,3.4,30.8,0.4,1.4,26.4,0.4,0.6,64.4,0.3,1.1,1.4,3.2,0.9,0.1,1.2,0.0
82,38.3,28.2,10.2,19.8,51.5,0.1,0.6,17.3,7.7,9.1,84.5,2.0,4.5,6.5,5.9,2.4,0.8,3.5,1.0
80,31.1,14.1,5.4,11.5,47.0,0.0,0.1,0.0,3.3,4.2,76.7,1.9,2.2,4.0,3.1,1.2,0.1,2.5,1.0
76,29.2,10.0,3.9,7.3,53.7,0.0,0.0,0.0,2.1,3.0,71.1,2.7,5.9,8.6,2.8,0.7,2.7,2.3,1.0
